StationNumber,HourOfDay,Avg_Free_Bici,Avg_Free_Stand
9,6,3.7853962600178095,20.85040071237756
9,7,3.9120492524186457,20.788918205804748
9,8,5.63986013986014,19.057692307692307
9,9,7.06,17.66
9,10,7.833619210977702,16.840480274442537
9,11,8.313611915597848,16.53827058336781
9,12,9.131868131868131,15.54268808114962
9,13,9.721400778210116,15.133073929961089
9,14,8.249789739276704,16.423885618166526
9,15,6.6613175675675675,18.0152027027027
9,16,6.051926298157454,18.549413735343382
9,17,19.54743611157508,5.411808919325205
9,18,6.11340206185567,18.502775574940525
9,19,6.734244495064541,17.891419893697798
9,20,6.235393734123624,18.356477561388655
9,21,5.7441485068603715,18.863599677158998
9,22,6.094227504244482,18.50169779286927
9,23,5.7495682210708114,18.835060449050086
10,0,3.7373572593800977,11.138662316476346
10,1,3.51025641025641,11.362393162393163
10,2,3.441253263707572,11.432550043516102
10,3,3.3533507397737163,11.524804177545692
10,4,3.168776371308017,11.733473980309423
10,5,3.278169014084507,11.598591549295774
10,6,3.240427426536064,11.632235084594836
10,7,3.376429199648197,11.507475813544415
10,8,4.298076923076923,10.590034965034965
10,9,5.879166666666666,9.005
10,10,6.573756432246999,8.29416809605489
10,11,8.520893669838642,6.408357467935457
10,12,6.717666948436179,8.15046491969569
10,13,5.219844357976654,9.210116731517509
10,14,5.0815811606391925,9.788898233809924
10,15,4.852195945945946,10.01858108108108
10,16,4.88358458961474,9.982412060301508
10,17,3.152747619842993,11.832303323868382
10,18,4.932593180015861,9.927042030134814
10,19,4.163249810174639,10.711465451784358
10,20,4.187976291278577,10.677392040643522
10,21,3.964487489911219,10.89911218724778
10,22,4.062818336162988,10.805602716468591
10,23,4.07426597582038,10.79447322970639
11,0,1.3458401305057097,22.60114192495922
11,1,0.9846153846153847,22.797435897435896
11,2,0.7789382071366405,22.970409051348998
11,3,0.8181026979982594,22.909486510008705
11,4,0.6469760900140648,23.70886075949367
11,5,0.8301056338028169,22.859154929577464
11,6,1.1300089047195014,22.63846838824577
11,7,1.7053649956024626,22.567282321899736
11,8,3.2604895104895104,20.943181818181817
11,9,6.97,17.154166666666665
11,10,8.090051457975987,15.993138936535162
11,11,12.876706661150186,12.706247414149772
11,12,8.825866441251057,15.281487743026204
11,13,6.8614785992217895,18.79922178988327
11,14,5.566021867115223,18.5475189234651
11,15,3.991554054054054,20.096283783783782
11,16,2.976549413735343,21.136515912897824
11,17,1.2781860698179388,25.434441289460498
11,18,3.6574147501982552,20.56383822363204
11,19,4.620349278663629,19.679574791192103
11,20,4.758679085520745,19.226079593564776
11,21,4.589184826472962,19.537530266343826
11,22,4.120543293718167,19.860780984719863
11,23,2.597582037996546,21.35837651122625
12,0,1.6044045676998369,18.169657422512234
12,1,1.1153846153846154,18.65213675213675
12,2,0.9564838990426457,18.806788511749346
12,3,0.9042645778938208,18.859007832898172
12,4,0.7039381153305204,19.10478199718706
12,5,0.9366197183098591,18.823063380281692
12,6,1.4247551202137132,18.326803205699022
12,7,1.8408091468777485,17.924362357080035
12,8,3.637237762237762,16.143356643356643
12,9,7.340833333333333,12.26
12,10,8.87221269296741,10.88679245283019
12,11,11.411667356226728,8.479520066197766
12,12,10.056635672020287,9.674556213017752
12,13,13.653307392996108,6.221011673151751
12,14,8.814970563498738,10.915054667788057
12,15,6.705236486486487,13.02364864864865
12,16,4.908710217755444,14.821608040201005
12,17,2.154167362619008,17.818941038917654
12,18,3.3980967486122124,16.022204599524187
12,19,3.402429764616553,16.372057706909644
12,20,3.988145639288738,15.761219305673158
12,21,3.870863599677159,15.890234059725586
12,22,3.49490662139219,16.257215619694396
12,23,2.605354058721934,17.14680483592401
13,0,4.33442088091354,18.364600326264274
13,1,3.3974358974358974,19.243589743589745
13,2,2.9538729329852047,19.677980852915578
13,3,2.886858137510879,19.724107919930375
13,4,3.1054852320675104,19.77496483825598
13,5,2.6443661971830985,19.952464788732396
13,6,2.836153161175423,19.732858414959928
13,7,3.1169744942832014,19.480211081794195
13,8,4.501748251748252,18.091783216783217
13,9,8.211666666666666,14.4275
13,10,11.01114922813036,11.59433962264151
13,11,13.580057923045096,9.21266032271411
13,12,13.081149619611159,9.524936601859679
13,13,18.245525291828795,5.110894941634241
13,14,12.424726661059713,10.179142136248949
13,15,11.138513513513514,11.467905405405405
13,16,10.649916247906198,11.968174204355108
13,17,9.074995824285953,14.785952897945549
13,18,8.73513084853291,13.950039651070579
13,19,8.336370539104024,14.429005315110098
13,20,9.062658763759526,13.560541913632514
13,21,8.008878127522195,14.67635189669088
13,22,7.2207130730050935,15.398981324278438
13,23,5.969775474956822,16.63816925734024
14,0,3.710440456769984,15.969004893964112
14,1,2.5905982905982907,17.07008547008547
14,2,2.2114882506527413,17.45691906005222
14,3,2.0757180156657964,17.595300261096607
14,4,1.641350210970464,18.08931082981716
14,5,2.056338028169014,17.609154929577464
14,6,2.1896705253784505,17.44167408726625
14,7,3.424802110817942,16.262093227792437
14,8,5.15034965034965,14.533216783216783
14,9,8.196666666666667,11.5025
14,10,9.132933104631217,10.536020583190394
14,11,11.244931733553992,8.58585022755482
14,12,9.519864750633982,10.151310228233305
14,13,9.10817120622568,10.731517509727626
14,14,6.924306139613121,12.723296888141295
14,15,5.5050675675675675,14.15625
14,16,5.376046901172529,14.306532663316583
14,17,13.144730248872557,6.824035410055119
14,18,5.8009516256938936,13.900079302141158
14,19,5.614274867122248,14.104024297646166
14,20,5.1380186282811176,14.530059271803557
14,21,4.849878934624697,14.826472962066182
14,22,4.625636672325976,15.039898132427844
14,23,3.809153713298791,15.863557858376511
15,0,0.8254486133768353,16.687601957585645
15,1,0.5196581196581197,16.99145299145299
15,2,0.4734551784160139,17.07832898172324
15,3,0.46736292428198434,17.02697998259356
15,4,0.409985935302391,17.028832630098453
15,5,0.4982394366197183,17.140845070422536
15,6,0.8735529830810329,16.64292074799644
15,7,1.6649076517150396,16.351802990325417
15,8,3.479020979020979,14.503496503496503
15,9,6.1675,11.966666666666667
15,10,7.173241852487135,10.683533447684392
15,11,8.182457592056268,8.7310715763343
15,12,7.254437869822485,10.626373626373626
15,13,8.985214007782101,17.132295719844358
15,14,5.302775441547519,12.438183347350716
15,15,4.36570945945946,13.402027027027026
15,16,3.9078726968174204,13.78894472361809
15,17,9.357858693836645,23.046767997327542
15,18,2.9381443298969074,15.578112609040444
15,19,2.7304479878511767,14.836750189825361
15,20,3.310753598645216,14.370025402201524
15,21,2.9927360774818403,14.63680387409201
15,22,2.500848896434635,15.194397283531409
15,23,1.5820379965457685,16.02245250431779
16,0,2.2153344208809136,17.473898858075042
16,1,1.4991452991452991,18.183760683760685
16,2,1.2489120974760661,18.437771975630984
16,3,1.1392515230635336,18.547432550043517
16,4,0.9514767932489452,18.779184247538677
16,5,1.318661971830986,18.371478873239436
16,6,2.081032947462155,17.583259127337488
16,7,2.697449428320141,17.005277044854882
16,8,7.1678321678321675,12.543706293706293
16,9,11.795833333333333,7.916666666666667
16,10,13.066037735849056,6.635506003430532
16,11,16.477451386015723,3.377327265204799
16,12,14.046491969568892,5.661031276415891
16,13,16.826459143968872,3.033852140077821
16,14,11.76619007569386,7.919259882253995
16,15,8.962837837837839,10.706925675675675
16,16,8.580402010050252,11.087939698492463
16,17,13.446884917320862,4.716803073325539
16,18,8.856463124504362,10.828707375099128
16,19,8.403948367501899,11.291571753986332
16,20,8.196443691786621,11.454699407281964
16,21,5.073446327683616,14.60048426150121
16,22,3.904923599320883,15.765704584040748
16,23,3.11139896373057,16.552677029360968
17,0,3.233278955954323,23.004078303425775
17,1,2.0965811965811967,23.913675213675212
17,2,1.68059181897302,24.300261096605745
17,3,1.5326370757180157,24.43516100957354
17,4,1.3994374120956399,25.29465541490858
17,5,2.691901408450704,23.238556338028168
17,6,6.329474621549421,19.898486197684772
17,7,9.306948109058927,17.33509234828496
17,8,9.33041958041958,17.27972027972028
17,9,11.2,15.2825
17,10,12.520583190394511,13.84648370497427
17,11,13.3065784029789,14.906495655771618
17,12,14.086221470836856,12.248520710059172
17,13,22.06147859922179,6.221011673151751
17,14,13.574432296047098,12.75273338940286
17,15,13.511824324324325,12.78293918918919
17,16,12.605527638190955,13.665829145728644
17,17,20.136963420744948,9.484382829463838
17,18,13.102299762093576,13.284694686756543
17,19,12.037205770690964,14.501898253606681
17,20,11.8653683319221,14.26333615580017
17,21,10.511702986279257,15.785310734463277
17,22,8.13327674023769,17.96264855687606
17,23,4.899827288428325,21.170120898100173
18,0,3.035073409461664,20.57667210440457
18,1,2.1615384615384614,21.44102564102564
18,2,1.752828546562228,21.861618798955615
18,3,1.6161879895561357,21.999129677980854
18,4,1.7355836849507735,21.88255977496484
18,5,1.426056338028169,22.195422535211268
18,6,1.8699910952804986,21.715048975957256
18,7,2.400175901495163,21.234828496042216
18,8,4.981643356643357,18.666083916083917
18,9,9.8075,13.831666666666667
18,10,12.819039451114923,10.837907375643224
18,11,13.556061232933388,10.2829954489036
18,12,15.0625528317836,8.582417582417582
18,13,11.329571984435798,12.501945525291829
18,14,12.385197645079899,11.244743481917578
18,15,10.60135135135135,13.03125
18,16,10.3107202680067,13.331658291457286
18,17,8.205027559712711,14.855186236846501
18,18,9.938937351308486,13.637589214908802
18,19,8.01974183750949,15.618071374335612
18,20,8.662150719729043,14.914479254868755
18,21,6.557707828894269,16.99677158999193
18,22,5.380305602716469,18.207979626485567
18,23,4.224525043177893,19.3566493955095
19,0,8.108482871125611,6.768352365415987
19,1,8.317094017094018,6.551282051282051
19,2,8.598781549173195,6.268929503916449
19,3,8.751087902523933,6.117493472584856
19,4,8.457805907172995,6.443741209563995
19,5,8.389964788732394,6.484154929577465
19,6,7.9314336598397155,6.936776491540517
19,7,6.770448548812665,8.080914687774847
19,8,4.714160839160839,10.149475524475525
19,9,4.276666666666666,10.535833333333333
19,10,4.301029159519725,10.561749571183533
19,11,6.868431940422011,8.076541166735623
19,12,4.579036348267118,10.292476754015215
19,13,3.278599221789883,11.136186770428015
19,14,5.0,9.885618166526493
19,15,5.763513513513513,9.120777027027026
19,16,5.626465661641541,9.250418760469012
19,17,2.385334892266578,12.601720394187407
19,18,5.721649484536083,9.024583663758921
19,19,5.862566438876234,9.01138952164009
19,20,6.991532599491956,7.87298899237934
19,21,7.153349475383374,7.70863599677159
19,22,7.2631578947368425,7.593378607809847
19,23,7.616580310880829,7.246977547495682
20,0,5.848287112561175,10.047308319738988
20,1,5.799145299145299,10.094871794871795
20,2,5.790252393385552,10.105308964316798
20,3,5.609225413402959,10.282854656222803
20,4,6.332630098452883,9.562587904360056
20,5,5.311619718309859,10.58362676056338
20,6,4.892252894033838,11.004452359750667
20,7,5.224274406332454,10.674582233948989
20,8,5.83479020979021,10.04458041958042
20,9,5.965833333333333,9.909166666666666
20,10,5.664665523156089,10.194682675814752
20,11,3.8729830368225073,12.05750930906082
20,12,5.7244294167371095,10.128486897717666
20,13,5.967704280155642,9.952918287937743
20,14,5.374264087468461,10.487804878048781
20,15,5.528716216216216,10.341216216216216
20,16,5.419597989949748,10.438023450586265
20,17,6.814347753465842,9.171705361616837
20,18,4.9024583663758925,10.908802537668517
20,19,5.11617312072893,10.766135155656796
20,20,5.670618120237087,10.209991532599492
20,21,6.001614205004035,9.88135593220339
20,22,6.402376910016978,9.483870967741936
20,23,6.1450777202072535,9.739205526770293
21,0,6.610114192495922,8.99184339314845
21,1,6.582051282051282,9.036752136752137
21,2,6.676240208877284,8.935596170583116
21,3,6.740644038294169,8.879895561357703
21,4,6.40436005625879,9.203938115330521
21,5,6.828345070422535,8.810739436619718
21,6,6.6313446126447015,8.998219056099733
21,7,6.131046613896218,9.494283201407212
21,8,3.9274475524475525,11.695804195804195
21,9,3.2075,12.4325
21,10,2.9948542024013722,12.643224699828474
21,11,7.570955730244104,8.244517997517583
21,12,2.5426880811496195,13.097210481825867
21,13,2.7280155642023347,13.116731517509727
21,14,3.2043734230445753,12.458368376787217
21,15,4.472128378378378,11.177364864864865
21,16,4.690954773869347,10.953098827470686
21,17,2.256221813930182,13.709203273759814
21,18,4.413164155432197,11.250594766058684
21,19,3.6150341685649203,12.050873196659074
21,20,4.178662150719729,11.443691786621507
21,21,4.912832929782082,10.728006456820015
21,22,5.258064516129032,10.365874363327674
21,23,5.927461139896373,9.694300518134716
22,0,6.544861337683524,8.345024469820554
22,1,6.683760683760684,8.212820512820512
22,2,6.6266318537859,8.25935596170583
22,3,6.394255874673629,8.490861618798956
22,4,7.0119549929676515,7.90014064697609
22,5,7.191021126760563,7.715669014084507
22,6,6.907390917186109,7.9937666963490654
22,7,5.985048372911169,8.90589270008795
22,8,5.098776223776224,9.785839160839162
22,9,4.083333333333333,10.795
22,10,3.807032590051458,11.080617495711836
22,11,4.45138601572197,9.971452213487796
22,12,4.09636517328825,10.776838546069316
22,13,3.4198443579766535,10.490272373540856
22,14,3.9369217830109338,10.933557611438184
22,15,5.121621621621622,9.730574324324325
22,16,5.547738693467337,9.280569514237856
22,17,4.134792049440454,10.847586437280775
22,18,5.374306106264869,9.479777954004758
22,19,5.145785876993166,9.724373576309794
22,20,6.073666384419983,8.78069432684166
22,21,7.369652945924132,7.505246166263116
22,22,7.215619694397284,7.640916808149406
22,23,6.978411053540587,7.915371329879102
23,0,4.4290375203915175,14.323817292006526
23,1,4.415384615384616,14.367521367521368
23,2,4.360313315926893,14.420365535248042
23,3,4.3054830287206265,14.476066144473455
23,4,4.284810126582278,14.537974683544304
23,5,4.200704225352113,14.578345070422536
23,6,4.088156723063223,14.666963490650044
23,7,4.089709762532982,14.64995602462621
23,8,3.888111888111888,14.881993006993007
23,9,3.47,15.310833333333333
23,10,3.4065180102915953,15.373927958833619
23,11,1.6499793131981795,17.243690525444766
23,12,3.584108199492815,15.195266272189349
23,13,2.2622568093385214,16.642023346303503
23,14,3.6097560975609757,15.174936921783011
23,15,3.9695945945945947,14.81418918918919
23,16,3.7948073701842544,14.990787269681743
23,17,0.38792383497578087,18.589944880574578
23,18,4.214908802537669,14.569389373513085
23,19,3.6932422171602126,15.103264996203492
23,20,4.2650296359017785,14.514817950889077
23,21,4.772397094430993,14.020984665052461
23,22,4.644312393887946,14.14516129032258
23,23,4.4309153713298794,14.360103626943005
24,0,5.047308319738988,13.760195758564437
24,1,5.236752136752137,13.562393162393162
24,2,5.368146214099217,13.425587467362924
24,3,5.309834638816362,13.481288076588338
24,4,4.376933895921238,14.372011251758087
24,5,5.122359154929577,13.675176056338028
24,6,5.349955476402493,13.45146927871772
24,7,5.356200527704486,13.44942832014072
24,8,5.923076923076923,12.87062937062937
24,9,5.4775,13.323333333333334
24,10,6.177530017152659,12.602915951972555
24,11,5.502275548200248,13.395531650806785
24,12,5.726965342349958,13.072696534234996
24,13,3.7463035019455253,15.169260700389104
24,14,5.180824222035324,13.634987384356602
24,15,4.695945945945946,14.122466216216216
24,16,4.890284757118928,13.921273031825796
24,17,10.449473860030064,7.630532821112411
24,18,5.961934972244251,12.859635210150675
24,19,5.544419134396355,13.291571753986332
24,20,5.264182895850974,13.548687552921253
24,21,5.641646489104116,13.16868442292171
24,22,5.497453310696095,13.30730050933786
24,23,5.360103626943006,13.444732297063902
25,0,6.904567699836868,15.946982055464927
25,1,7.235897435897436,15.613675213675213
25,2,7.362924281984334,15.489991296779808
25,3,7.398607484769364,15.440382941688425
25,4,7.336849507735583,15.530239099859353
25,5,7.286091549295775,15.534330985915492
25,6,6.984861976847729,15.853962600178095
25,7,6.135444151275286,16.701846965699207
25,8,5.429195804195804,17.396853146853147
25,9,5.6425,17.200833333333332
25,10,6.385934819897084,16.419382504288166
25,11,3.2556888705006206,19.65701282581713
25,12,5.182586644125106,17.65004226542688
25,13,4.005058365758755,18.891050583657588
25,14,4.713204373423045,18.137089991589573
25,15,6.0625,16.78462837837838
25,16,6.95393634840871,15.894472361809045
25,17,0.6967596458994488,22.287957240688158
25,18,6.400475812846947,16.450436161776366
25,19,6.4889901290812455,16.375094912680336
25,20,6.636748518204911,16.21761219305673
25,21,6.395480225988701,16.45762711864407
25,22,6.271646859083192,16.574702886247877
25,23,6.64853195164076,16.20984455958549
26,0,6.650897226753671,8.255301794453507
26,1,6.368376068376068,8.532478632478632
26,2,6.377719756309834,8.517841601392515
26,3,6.365535248041775,8.532637075718016
26,4,6.227848101265823,8.69127988748242
26,5,6.378521126760563,8.514964788732394
26,6,6.115761353517364,8.771148708815673
26,7,5.218997361477572,9.656992084432718
26,8,3.645979020979021,11.218531468531468
26,9,3.1141666666666667,11.77
26,10,3.4305317324185247,11.445111492281304
26,11,3.2238311956971453,11.719073231278445
26,12,3.57396449704142,11.339814032121724
26,13,3.7715953307392995,11.191050583657587
26,14,4.931875525651808,9.986543313709
26,15,5.844594594594595,9.069256756756756
26,16,5.338358458961474,9.57286432160804
26,17,2.3409888090863538,12.650242191414732
26,18,5.16812053925456,9.74781919111816
26,19,5.435839028094153,9.478359908883826
26,20,6.505503810330229,8.392887383573242
26,21,7.217110573042777,7.677966101694915
26,22,7.142614601018676,7.745331069609508
26,23,6.966321243523316,7.92573402417962
27,0,4.917618270799347,15.012234910277325
27,1,4.627350427350428,15.293162393162394
27,2,4.536988685813751,15.380330722367276
27,3,4.401218450826806,15.517841601392515
27,4,3.580872011251758,16.349507735583686
27,5,3.8829225352112675,16.044014084507044
27,6,3.807658058771149,16.118432769367764
27,7,3.3940193491644677,16.53122251539138
27,8,3.2875874125874125,16.642482517482517
27,9,3.8608333333333333,16.083333333333332
27,10,3.7795883361921097,16.168096054888508
27,11,2.8088539511791475,17.166735622672736
27,12,3.721048182586644,16.227387996618766
27,13,2.2797665369649804,17.699610894941635
27,14,3.8040370058873,16.145500420521447
27,15,4.125844594594595,15.826013513513514
27,16,4.316582914572864,15.638190954773869
27,17,2.2244863871722065,17.769834641723733
27,18,4.536875495638382,15.410785091197463
27,19,4.592255125284738,15.355353075170843
27,20,5.1820491109229465,14.760372565622355
27,21,5.237288135593221,14.694915254237289
27,22,5.078947368421052,14.862478777589134
27,23,4.6882556131260795,15.253022452504318
28,0,5.697389885807504,22.20636215334421
28,1,4.227350427350427,23.623076923076923
28,2,3.504786771105309,24.33507397737163
28,3,3.206266318537859,24.63620539599652
28,4,3.413502109704641,24.59071729957806
28,5,2.8257042253521125,25.024647887323944
28,6,3.1398040961709706,24.753339269813
28,7,4.704485488126649,23.430958663148637
28,8,10.291958041958042,17.841783216783217
28,9,14.4475,13.624166666666667
28,10,16.243567753001717,11.771012006861064
28,11,19.02275548200248,9.506412908564336
28,12,17.869822485207102,10.151310228233305
28,13,19.42645914396887,9.130350194552529
28,14,17.492010092514718,10.531539108494533
28,15,14.54222972972973,13.411317567567568
28,16,14.185929648241206,13.742043551088777
28,17,19.2765157841991,9.614748622014364
28,18,12.356066613798573,15.54639175257732
28,19,10.330296127562642,17.697038724373577
28,20,10.154106689246401,17.778154106689247
28,21,9.276029055690072,18.688458434221147
28,22,8.451612903225806,19.460950764006792
28,23,6.6882556131260795,21.221070811744386
29,0,5.567699836867863,13.890701468189233
29,1,4.1008547008547005,15.341880341880342
29,2,3.14621409921671,16.293298520452566
29,3,2.3959965187119234,17.052219321148826
29,4,1.8516174402250352,17.57665260196906
29,5,1.966549295774648,17.493838028169016
29,6,2.0097951914514693,17.449688334817452
29,7,2.4379947229551453,17.098504837291117
29,8,4.937937062937063,14.609265734265735
29,9,8.43,11.121666666666666
29,10,10.902229845626072,8.658662092624358
29,11,8.136946628051303,11.125775755068267
29,12,11.959425190194422,7.571428571428571
29,13,10.65136186770428,9.127626459143968
29,14,11.681244743481917,7.851976450798991
29,15,11.576013513513514,7.954391891891892
29,16,11.190117252931323,8.325795644891123
