,Number,Direction,Active,Free_bici,Free_stand,Total_stands,Ticket,Update_date,Latitude,Longitude,Folder_datetime
174,175,Juan XXIII - Domingo Gómez,1,7,8,15,0,2025-04-30 23:50:05,39.49258939642365,-0.3827123943333956,2025-05-01 00:00:25
175,176,Cno. Moncada - Pedro Patricio Mey,1,3,17,20,0,2025-04-30 23:50:05,39.49201739310727,-0.378853381402734,2025-05-01 00:00:25
176,177,Alcudia de Crespins - Pedro Patricio Mey,1,5,9,15,0,2025-04-30 23:50:05,39.493545396079504,-0.3734883620528129,2025-05-01 00:00:25
177,178,Reig Genovés - Ramón Contreras Mongrell,1,1,19,20,0,2025-04-30 23:50:05,39.49221639017785,-0.3705063522665271,2025-05-01 00:00:25
178,179,Av. de la Plata - Zapadores,1,15,8,23,0,2025-04-30 23:50:05,39.45547226612543,-0.3664263679263763,2025-05-01 00:00:25
179,180,Doctor Waksman - Nieves,1,15,5,20,0,2025-04-30 23:50:05,39.45602126922772,-0.3706833820688013,2025-05-01 00:00:25
180,181,"Zapadores, 23",1,7,8,15,0,2025-04-30 23:50:05,39.45799927509706,-0.3681913713233589,2025-05-01 00:00:25
181,182,Ausias March - Pianista Amparo Iturbi,1,17,4,21,0,2025-04-30 23:50:05,39.455432269344854,-0.3749653971697836,2025-05-01 00:00:25
182,183,Ausias March - Av. de la Plata,1,14,4,18,0,2025-04-30 23:50:05,39.45262025913349,-0.3722843899417025,2025-05-01 00:00:25
183,184,Bombero Ramón Duart - Hermanos Maristas,1,6,9,15,0,2025-04-30 23:50:05,39.45278225629358,-0.3655703663645521,2025-05-01 00:00:25
184,185,Ebanista Caselles - Ausias March,1,10,5,15,0,2025-04-30 23:50:05,39.45004424948915,-0.3705033850186671,2025-05-01 00:00:25
185,186,Benifairó de Valldigna - Joaquín Benlloch,1,5,9,14,0,2025-04-30 23:50:05,39.45039125246078,-0.3740153970137416,2025-05-01 00:00:25
186,187,Ángel Villena - Ausias March,1,1,14,15,0,2025-04-30 23:50:05,39.447960241518516,-0.3688183809361798,2025-05-01 00:00:25
187,188,Hospital Nueva Fe (consultas externas),1,0,40,40,0,2025-04-30 23:50:05,39.44462122517277,-0.3751583239336074,2025-05-01 00:00:25
188,189,Hospital Nueva Fe (administración),1,0,30,30,0,2025-04-30 23:50:05,39.44477922701873,-0.3770653241578762,2025-05-01 00:00:25
189,190,Cra. Malilla - Bulevar Sur,1,10,8,18,0,2025-04-30 23:50:05,39.44608224133691,-0.3802964227165475,2025-05-01 00:00:25
190,191,Esparraguera - Cra. Malilla,1,13,2,15,0,2025-04-30 23:50:05,39.45032925434954,-0.378866413884951,2025-05-01 00:00:25
191,192,Cra. Malilla - Oltá,1,11,9,20,0,2025-04-30 23:50:05,39.45263726161547,-0.3787144113919625,2025-05-01 00:00:25
192,193,Uruguay - Carteros,1,9,11,20,0,2025-04-30 23:50:05,39.45514627443484,-0.386718436578698,2025-05-01 00:00:25
193,194,Estación AVE Joaquín Sorolla,1,13,27,40,0,2025-04-30 23:50:05,39.4607722298068,-0.381799304487057,2025-05-01 00:00:25
194,195,Giorgeta - Roig de Corella,1,10,6,16,0,2025-04-30 23:50:05,39.459384287208486,-0.3842814248129742,2025-05-01 00:00:25
195,196,Jerónimo Muñoz - Gaspar Aguilar,1,9,6,15,0,2025-04-30 23:50:05,39.45957528956863,-0.3880664379854734,2025-05-01 00:00:25
196,197,Fontanars dels Aforins - Jacinto Labaila,1,1,14,15,0,2025-04-30 23:50:05,39.458184286737165,-0.3923334543644733,2025-05-01 00:00:25
197,198,Fontanars dels Aforins - Vall d'Uixó,1,7,13,20,0,2025-04-30 23:50:05,39.46088029740053,-0.395316462028443,2025-05-01 00:00:25
198,199,Beato Nicolás Factor - Convento de Jesús,1,12,3,15,0,2025-04-30 23:50:05,39.46158829801141,-0.3915584482397584,2025-05-01 00:00:25
199,200,Av. del Cid - Julián Peña,1,2,13,15,0,2025-04-30 23:50:05,39.46773731904592,-0.3932144497376184,2025-05-01 00:00:25
200,201,Perez Galdós - Nou Moles,1,5,15,20,0,2025-04-30 23:50:05,39.47171233289752,-0.3936684472489409,2025-05-01 00:00:25
201,202,Pechina - Teruel,1,3,16,20,0,2025-04-30 23:50:05,39.47622234753723,-0.3933344430441705,2025-05-01 00:00:25
202,203,Reina Violante - Escultor García Mas,1,3,11,15,0,2025-04-30 23:50:05,39.48460937883364,-0.401182462974041,2025-05-01 00:00:25
203,204,Corts Valencianes - General Avilés,1,3,17,20,0,2025-04-30 23:50:05,39.485843380594176,-0.3965874461307865,2025-05-01 00:00:25
204,205,Nicasio Benlloch - Amics dels Corpus,1,13,11,24,0,2025-04-30 23:50:05,39.48928739053543,-0.3930904323547156,2025-05-01 00:00:25
205,206,Periodista Gil Sumbiela - Poeta Serrano Clavero,1,6,9,15,0,2025-04-30 23:50:05,39.49271239990425,-0.3890074152428013,2025-05-01 00:00:25
206,207,"Giorgeta, 64",1,6,9,15,0,2025-04-30 23:50:05,39.45539327294658,-0.381905420300487,2025-05-01 00:00:25
207,208,Carteros - Mossen Febrer,1,13,7,20,0,2025-04-30 23:50:05,39.45169226376965,-0.3885784461793106,2025-05-01 00:00:25
208,209,Gaspar Aguilar - Músico Penella,1,1,17,18,0,2025-04-30 23:50:05,39.45208226727133,-0.3930154610573264,2025-05-01 00:00:25
209,210,Campos Crespo - Juan de Garay,1,2,13,15,0,2025-04-30 23:50:05,39.45555328036534,-0.3967164703720698,2025-05-01 00:00:25
210,211,Fray Junípero Serra - Vall d'Uixó,1,13,2,15,0,2025-04-30 23:50:05,39.45872629171394,-0.3977574716661004,2025-05-01 00:00:25
211,212,Fray Juanípero Serra - Torrente,1,0,15,15,0,2025-04-30 23:50:05,39.46148430130945,-0.4003964782374619,2025-05-01 00:00:25
212,213,Archiduque Carlos - José María Mortes Lerma,1,11,4,15,0,2025-04-30 23:50:05,39.46316530591261,-0.3969724659176386,2025-05-01 00:00:25
213,214,"Santa Cruz de Tenerife, 21",1,7,8,15,0,2025-04-30 23:50:05,39.464932313028335,-0.4005764763988502,2025-05-01 00:00:25
214,215,Músico Ayllón - Francisco Dolz,1,12,3,15,0,2025-04-30 23:50:05,39.46567131414367,-0.3967484625488285,2025-05-01 00:00:25
215,216,Av. del Cid - Burgos,1,1,16,17,0,2025-04-30 23:50:05,39.469162243634074,-0.3994613007254756,2025-05-01 00:00:25
216,217,Pintor Stolz - Nueve de Octubre,1,1,24,25,0,2025-04-30 23:50:05,39.47032833321364,-0.4045964865286562,2025-05-01 00:00:25
217,218,Olimpia Arozena Torres - Juan Bautista Vives,1,3,12,15,0,2025-04-30 23:50:05,39.47074033078547,-0.3973844614710405,2025-05-01 00:00:25
218,219,Castán Tobeñas - Rincon de Ademuz,1,5,13,18,0,2025-04-30 23:50:05,39.47265724610551,-0.403030297990242,2025-05-01 00:00:25
219,220,Castán Tobeñas - Patriques,1,14,2,16,0,2025-04-30 23:50:05,39.47385534208041,-0.3983214623957442,2025-05-01 00:00:25
220,221,Manuel de Falla - Hernández Lázaro,1,2,18,20,0,2025-04-30 23:50:05,39.47527034863776,-0.4028534760386356,2025-05-01 00:00:25
221,222,Maestro Rodrigo - Manuel de Falla,1,5,15,20,0,2025-04-30 23:50:05,39.47689335174765,-0.3972824560992083,2025-05-01 00:00:25
222,223,Valle de la Ballestera - Hospital Nueve de Octubre,1,4,16,20,0,2025-04-30 23:50:05,39.47855835893999,-0.4011874677803583,2025-05-01 00:00:25
223,224,Jorge Comin (Metge) - Terrateig,1,4,16,20,0,2025-04-30 23:50:05,39.480568366964896,-0.4035884743552789,2025-05-01 00:00:25
224,225,Padre Barranco - Carlos Ruano Llopis (Pintor),1,0,20,20,0,2025-04-30 23:50:05,39.488107390420495,-0.4011424601917243,2025-05-01 00:00:25
225,226,Corts Valencianes - La Safor,1,1,29,30,0,2025-04-30 23:50:05,39.49086439918327,-0.3988594505654264,2025-05-01 00:00:25
226,227,San Clemente - Hospital Arnau de Vilanova,1,0,20,20,0,2025-04-30 23:50:05,39.49024839844318,-0.4029314642268136,2025-05-01 00:00:25
227,228,Doctor Nicasio Benlloch - L'Horta Sud,1,2,13,15,0,2025-04-30 23:50:05,39.4936924079167,-0.398671446907537,2025-05-01 00:00:25
228,229,Aitana - Florista,1,4,12,16,0,2025-04-30 23:50:05,39.493104403991694,-0.3948064342474953,2025-05-01 00:00:25
229,230,Poeta Serrano Clavero - General Llorens,1,3,12,15,0,2025-04-30 23:50:05,39.49475040560395,-0.3867844063400111,2025-05-01 00:00:25
230,231,Alcañiz - Cambrils,1,13,2,15,0,2025-04-30 23:50:05,39.49507240298451,-0.3786213772644184,2025-05-01 00:00:25
231,232,San Vicente Paul - Santiago Rusiñol,1,9,6,15,0,2025-04-30 23:50:05,39.49464439592328,-0.3657533347314999,2025-05-01 00:00:25
232,233,San Juan Bosco - Santiago Rusiñol,1,11,4,15,0,2025-04-30 23:50:05,39.49716040603917,-0.3694373451738429,2025-05-01 00:00:25
233,234,Plaza Músico Espí,1,1,14,15,0,2025-04-30 23:50:05,39.49649940567526,-0.3736443597891149,2025-05-01 00:00:25
234,235,Conde Torrefiel - Cecilio Plá,1,5,10,15,0,2025-04-30 23:50:05,39.49804541205544,-0.3772033703255944,2025-05-01 00:00:25
235,236,Rio Segre - Rafael Company,1,11,4,15,0,2025-04-30 23:50:05,39.49506640496422,-0.3822783900158384,2025-05-01 00:00:25
236,237,Levante U.D. - Ecuador,1,14,1,15,0,2025-04-30 23:50:05,39.494758407776374,-0.3910384206358712,2025-05-01 00:00:25
237,238,San Jose Artesano - Francisco Morote Greus,1,9,6,15,0,2025-04-30 23:50:05,39.497449418355934,-0.3943834296629336,2025-05-01 00:00:25
238,239,Florista - T4 (Palau de Congressos),1,1,18,20,0,2025-04-30 23:50:05,39.4969854198013,-0.3999644495310733,2025-05-01 00:00:25
239,240,Camp del Turia - Corts Valencianes,1,2,17,20,0,2025-04-30 23:50:05,39.495004413973305,-0.4015474560813512,2025-05-01 00:00:25
240,241,La Vall d'Albaida - Corts Valencianes,1,1,14,15,0,2025-04-30 23:50:05,39.49297840711153,-0.4018904586642118,2025-05-01 00:00:25
241,242,La Safor - Maestro Rodrigo,1,5,10,15,0,2025-04-30 23:50:05,39.48790739141051,-0.4041974712326189,2025-05-01 00:00:25
242,243,Albacete - Maluquer,1,6,12,18,0,2025-04-30 23:50:05,39.46282029901061,-0.3845424236611566,2025-05-01 00:00:25
243,244,Valle de la Ballestera - Pio Baroja,1,4,16,20,0,2025-04-30 23:50:05,39.47850636088407,-0.4061364855497043,2025-05-01 00:00:25
244,245,Nueve de Octubre - Cieza,1,3,17,20,0,2025-04-30 23:50:05,39.47213024806011,-0.4052702993643409,2025-05-01 00:00:25
245,246,Tres Cruces - Hospital General,1,1,18,20,0,2025-04-30 23:50:05,39.469090330003425,-0.4065094941412157,2025-05-01 00:00:25
246,247,Tres Cruces - Músico Ayllón,1,1,14,15,0,2025-04-30 23:50:05,39.467410323935766,-0.4055734914728698,2025-05-01 00:00:25
247,248,Tres Cruces - Jose Maria Mortes Lerma,1,0,19,20,0,2025-04-30 23:50:05,39.46284030885798,-0.4049694938289344,2025-05-01 00:00:25
248,249,Tres Cruces - Segunda República Española,1,3,12,15,0,2025-04-30 23:50:05,39.459506295875165,-0.4027404883331656,2025-05-01 00:00:25
249,250,Tres Cruces - Pio XI,1,2,13,15,0,2025-04-30 23:50:05,39.456352245577065,-0.4008070181198941,2025-05-01 00:00:25
250,251,Arquitecto Segura del Lago - Camino Nuevo de Picaña,1,11,4,15,0,2025-04-30 23:50:05,39.45583028505104,-0.4044134972721287,2025-05-01 00:00:25
251,252,Dels Gremis - Campos Crespo,1,5,15,20,0,2025-04-30 23:50:05,39.45028826570709,-0.4035744984359706,2025-05-01 00:00:25
252,253,José Meliá Castelló - Campos Crespo,1,2,13,15,0,2025-04-30 23:50:05,39.45272627278094,-0.4011014879360589,2025-05-01 00:00:25
253,254,Doctor Tomás Sala - Carteros,1,4,15,19,0,2025-04-30 23:50:05,39.447714251158565,-0.3899174536874086,2025-05-01 00:00:25
254,255,Tomas de Villarroya - San Vicente,1,6,12,18,0,2025-04-30 23:50:05,39.447703249066144,-0.3860294408590107,2025-05-01 00:00:25
255,256,Tres Forques - Turís,1,12,3,15,0,2025-04-30 23:50:05,39.46396330656933,-0.3922354484553796,2025-05-01 00:00:25
256,257,"Plaza Salvador Soria, 8",1,7,13,20,0,2025-04-30 23:50:05,39.44525124234686,-0.3891044524538903,2025-05-01 00:00:25
257,258,Pintor Rafael Solves - Jose Soto Mico,1,10,4,15,0,2025-04-30 23:50:05,39.43982822413676,-0.3891374575312111,2025-05-01 00:00:25
258,259,Pio IX - Músico Cabanilles,1,7,12,20,0,2025-04-30 23:50:05,39.44546024514969,-0.3930154660803912,2025-05-01 00:00:25
259,260,Traginers - Pedrapiquers,1,5,15,20,0,2025-04-30 23:50:05,39.45955629873093,-0.4072175039832668,2025-05-01 00:00:25
260,261,Plaza Xuquer - Vinalopó,1,16,3,19,0,2025-04-30 23:50:05,39.47667632834523,-0.3503772958816883,2025-05-01 00:00:25
261,262,Tres Forques - Colonia Española de Mexico,1,9,11,20,0,2025-04-30 23:50:05,39.463472312903384,-0.4092255068828996,2025-05-01 00:00:25
262,263,Padre Esteban Pernet - Casa Misericordia,1,0,18,18,0,2025-04-30 23:50:05,39.467043324648515,-0.4096445056541294,2025-05-01 00:00:25
263,264,Av. del Cid - Marconi,1,8,12,20,0,2025-04-30 23:50:05,39.46916033373618,-0.4144325204450301,2025-05-01 00:00:25
264,265,Alcasser - Poeta Alberto Lista,1,2,13,15,0,2025-04-30 23:50:05,39.470973337167365,-0.4081174981697739,2025-05-01 00:00:25
265,266,Canal de Navarrés - Maestro Rodrigo,1,6,12,18,0,2025-04-30 23:50:05,39.49028940014262,-0.4063714764232016,2025-05-01 00:00:25
266,267,Beniferri - Vicent Tomás Martí,1,2,14,16,0,2025-04-30 23:50:05,39.49416841275147,-0.4059294716064297,2025-05-01 00:00:25
267,268,"Plaza Luis Cano, 5",1,4,6,10,0,2025-04-30 23:50:05,39.50144544298018,-0.4184935092704626,2025-05-01 00:00:25
268,269,"Campamento, 81",1,3,12,15,0,2025-04-30 23:50:05,39.49990744160243,-0.4262635367844481,2025-05-01 00:00:25
269,270,Ninot - Regino Mas,1,1,15,16,0,2025-04-30 23:50:05,39.50007542649037,-0.3928894231214174,2025-05-01 00:00:25
270,271,Salvador Cerveró - Carlos Cortina,1,10,5,15,0,2025-04-30 23:50:05,39.49927942267903,-0.3898914126730494,2025-05-01 00:00:25
271,272,Vicente la Roda - Ingeniero Fausto Elio,1,14,1,15,0,2025-04-30 23:50:05,39.48062333339468,-0.3321902311538516,2025-05-01 00:00:25
272,273,Moraira - Alta del Mar,1,10,5,15,0,2025-04-30 23:50:05,39.450305232524904,-0.3332722584595297,2025-05-01 00:00:25
273,274,San Francisco de Paula - Castell de Pop,1,11,4,15,0,2025-04-30 23:50:05,39.44807022576504,-0.3331882593063431,2025-05-01 00:00:25
274,275,Moreras - Rona de Nazaret,1,7,13,20,0,2025-04-30 23:50:05,39.45230524022502,-0.3350652633218127,2025-05-01 00:00:25
275,276,Veles e Vents,1,18,2,20,0,2025-04-30 23:50:05,39.46197526682713,-0.3237652165584259,2025-05-01 00:00:25
276,299,Borna pruebas laboratorio madrid,1,2,0,2,1,2024-06-22 01:59:58,40.44881373291668,-3.5848924983148165,2024-10-02 00:15:01
