Direction,Number,Active,Free_bici,Free_stand,Total_stands,Ticket,Update_date,Latitude,Longitude,Folder_datetime
Av. Puerto 61-63,64,1,20,0,20,0,2025-04-30 23:50:05,39.46651829706714,-0.3541953172495928,2025-05-01 00:00:25
Av. Puerto 61-63,64,1,20,0,20,0,2025-04-30 23:39:59,39.46651829706714,-0.3541953172495928,2025-04-30 23:45:04
Av. Puerto 61-63,64,1,20,0,20,0,2025-04-30 23:19:46,39.46651829706714,-0.3541953172495928,2025-04-30 23:30:06
Av. Puerto - Doctor Manuel Candela,65,1,19,0,19,0,2025-04-30 23:50:05,39.465516292011046,-0.3508373061951808,2025-05-01 00:00:25
Av. Puerto - Doctor Manuel Candela,65,1,19,0,19,0,2025-04-30 23:39:59,39.465516292011046,-0.3508373061951808,2025-04-30 23:45:04
Av. Puerto - Doctor Manuel Candela,65,1,17,2,19,0,2025-04-30 23:19:46,39.465516292011046,-0.3508373061951808,2025-04-30 23:30:06
Guillem de Anglesola - Av. Puerto,66,1,24,1,25,0,2025-04-30 23:50:05,39.46427128532339,-0.3462612916525901,2025-05-01 00:00:25
Guillem de Anglesola - Av. Puerto,66,1,24,1,25,0,2025-04-30 23:39:59,39.46427128532339,-0.3462612916525901,2025-04-30 23:45:04
Guillem de Anglesola - Av. Puerto,66,1,22,3,25,0,2025-04-30 23:19:46,39.46427128532339,-0.3462612916525901,2025-04-30 23:30:06
Juan Verdeguer - Toneleros,67,1,13,0,14,0,2025-04-30 23:50:05,39.45886026320377,-0.3367982630402228,2025-05-01 00:00:25
Juan Verdeguer - Toneleros,67,1,13,0,14,0,2025-04-30 23:39:59,39.45886026320377,-0.3367982630402228,2025-04-30 23:45:04
Juan Verdeguer - Toneleros,67,1,13,0,14,0,2025-04-30 23:19:46,39.45886026320377,-0.3367982630402228,2025-04-30 23:30:06
Av. Puerto - José Aguilar,68,1,20,0,20,0,2025-04-30 23:50:05,39.46280327868023,-0.3417332778594022,2025-05-01 00:00:25
Av. Puerto - José Aguilar,68,1,18,2,20,0,2025-04-30 23:39:59,39.46280327868023,-0.3417332778594022,2025-04-30 23:45:04
Av. Puerto - José Aguilar,68,1,18,2,20,0,2025-04-30 23:19:46,39.46280327868023,-0.3417332778594022,2025-04-30 23:30:06
Av. Puerto - Serrería,69,1,24,1,25,0,2025-04-30 23:50:05,39.46195227384504,-0.3387212679875118,2025-05-01 00:00:25
Av. Puerto - Serrería,69,1,23,2,25,0,2025-04-30 23:39:59,39.46195227384504,-0.3387212679875118,2025-04-30 23:45:04
Av. Puerto - Serrería,69,1,24,1,25,0,2025-04-30 23:19:46,39.46195227384504,-0.3387212679875118,2025-04-30 23:30:06
"Colón, 44",70,1,1,16,17,0,2025-04-30 23:50:05,39.469213221319464,-0.3716462894107889,2025-05-01 00:00:25
"Colón, 44",70,1,1,16,17,0,2025-04-30 23:39:59,39.469213221319464,-0.3716462894107889,2025-04-30 23:45:04
"Colón, 44",70,1,1,16,17,0,2025-04-30 23:19:46,39.469213221319464,-0.3716462894107889,2025-04-30 23:30:06
Av. Puerto - Plaza Tribunal de les Aigües,71,1,20,0,20,0,2025-04-30 23:50:05,39.46038026686525,-0.3335312512230816,2025-05-01 00:00:25
Av. Puerto - Plaza Tribunal de les Aigües,71,1,20,0,20,0,2025-04-30 23:39:59,39.46038026686525,-0.3335312512230816,2025-04-30 23:45:04
Av. Puerto - Plaza Tribunal de les Aigües,71,1,20,0,20,0,2025-04-30 23:19:46,39.46038026686525,-0.3335312512230816,2025-04-30 23:30:06
Ramiro de Maeztu - Peris Brell,72,1,14,1,15,0,2025-04-30 23:50:05,39.4672572011624,-0.3464462819621424,2025-05-01 00:00:25
Ramiro de Maeztu - Peris Brell,72,1,15,0,15,0,2025-04-30 23:39:59,39.4672572011624,-0.3464462819621424,2025-04-30 23:45:04
Ramiro de Maeztu - Peris Brell,72,1,15,0,15,0,2025-04-30 23:19:46,39.4672572011624,-0.3464462819621424,2025-04-30 23:30:06
Jerónimo Monsoriu - Industria,73,1,20,0,20,0,2025-04-30 23:50:05,39.4662592905475,-0.3428792786496773,2025-05-01 00:00:25
Jerónimo Monsoriu - Industria,73,1,20,0,20,0,2025-04-30 23:39:59,39.4662592905475,-0.3428792786496773,2025-04-30 23:45:04
Jerónimo Monsoriu - Industria,73,1,20,0,20,0,2025-04-30 23:19:46,39.4662592905475,-0.3428792786496773,2025-04-30 23:30:06
Plaza San Felipe Neri (Mercado Algirós),74,1,19,1,20,0,2025-04-30 23:50:05,39.469949307546806,-0.3537343124957471,2025-05-01 00:00:25
Plaza San Felipe Neri (Mercado Algirós),74,1,19,1,20,0,2025-04-30 23:39:59,39.469949307546806,-0.3537343124957471,2025-04-30 23:45:04
Plaza San Felipe Neri (Mercado Algirós),74,1,19,1,20,0,2025-04-30 23:19:46,39.469949307546806,-0.3537343124957471,2025-04-30 23:30:06
República Argentina - Campoamor,75,1,23,2,25,0,2025-04-30 23:50:05,39.472113313853896,-0.3517013042029511,2025-05-01 00:00:25
República Argentina - Campoamor,75,1,21,4,25,0,2025-04-30 23:39:59,39.472113313853896,-0.3517013042029511,2025-04-30 23:45:04
República Argentina - Campoamor,75,1,17,8,25,0,2025-04-30 23:19:46,39.472113313853896,-0.3517013042029511,2025-04-30 23:30:06
Campoamor - Músico Ginés,76,1,19,0,19,0,2025-04-30 23:50:05,39.47008330347364,-0.343461277578989,2025-05-01 00:00:25
Campoamor - Músico Ginés,76,1,19,0,19,0,2025-04-30 23:39:59,39.47008330347364,-0.343461277578989,2025-04-30 23:45:04
Campoamor - Músico Ginés,76,1,19,0,19,0,2025-04-30 23:19:46,39.47008330347364,-0.343461277578989,2025-04-30 23:30:06
Molinell - Calderón de la Barca,77,1,12,8,20,0,2025-04-30 23:50:05,39.48497336307338,-0.3656673419583549,2025-05-01 00:00:25
Molinell - Calderón de la Barca,77,1,14,6,20,0,2025-04-30 23:39:59,39.48497336307338,-0.3656673419583549,2025-04-30 23:45:04
Molinell - Calderón de la Barca,77,1,12,8,20,0,2025-04-30 23:19:46,39.48497336307338,-0.3656673419583549,2025-04-30 23:30:06
Aragón - Vicente Sancho Tello,78,1,3,17,20,0,2025-04-30 23:50:05,39.46994531050937,-0.358688329939162,2025-05-01 00:00:25
Aragón - Vicente Sancho Tello,78,1,5,15,20,0,2025-04-30 23:39:59,39.46994531050937,-0.358688329939162,2025-04-30 23:45:04
Aragón - Vicente Sancho Tello,78,1,5,15,20,0,2025-04-30 23:19:46,39.46994531050937,-0.358688329939162,2025-04-30 23:30:06
Aragón - Ernesto Ferrer,79,1,2,18,20,0,2025-04-30 23:50:05,39.4727793187067,-0.357242322435451,2025-05-01 00:00:25
Aragón - Ernesto Ferrer,79,1,0,20,20,0,2025-04-30 23:39:59,39.4727793187067,-0.357242322435451,2025-04-30 23:45:04
Aragón - Ernesto Ferrer,79,1,0,20,20,0,2025-04-30 23:19:46,39.4727793187067,-0.357242322435451,2025-04-30 23:30:06
Amadeo de Saboya (frente Ayuntamiento),80,1,1,24,25,0,2025-04-30 23:50:05,39.47374232444908,-0.3622983394473602,2025-05-01 00:00:25
Amadeo de Saboya (frente Ayuntamiento),80,1,1,24,25,0,2025-04-30 23:39:59,39.47374232444908,-0.3622983394473602,2025-04-30 23:45:04
Amadeo de Saboya (frente Ayuntamiento),80,1,3,22,25,0,2025-04-30 23:19:46,39.47374232444908,-0.3622983394473602,2025-04-30 23:30:06
Micer Mascó - Rodriguez Fornos,81,1,0,20,20,0,2025-04-30 23:50:05,39.47512832851177,-0.3609783335465967,2025-05-01 00:00:25
Micer Mascó - Rodriguez Fornos,81,1,1,19,20,0,2025-04-30 23:39:59,39.47512832851177,-0.3609783335465967,2025-04-30 23:45:04
Micer Mascó - Rodriguez Fornos,81,1,0,20,20,0,2025-04-30 23:19:46,39.47512832851177,-0.3609783335465967,2025-04-30 23:30:06
Guillem de Castro (Torres de Quart),82,1,3,11,15,0,2025-04-30 23:50:05,39.47605634238628,-0.3839144104057024,2025-05-01 00:00:25
Guillem de Castro (Torres de Quart),82,1,4,10,15,0,2025-04-30 23:39:59,39.47605634238628,-0.3839144104057024,2025-04-30 23:45:04
Guillem de Castro (Torres de Quart),82,1,6,8,15,0,2025-04-30 23:19:46,39.47605634238628,-0.3839144104057024,2025-04-30 23:30:06
General Elio - Llano del Real,83,1,0,24,25,0,2025-04-30 23:50:05,39.47758533929587,-0.3669703519914759,2025-05-01 00:00:25
General Elio - Llano del Real,83,1,0,24,25,0,2025-04-30 23:39:59,39.47758533929587,-0.3669703519914759,2025-04-30 23:45:04
General Elio - Llano del Real,83,1,0,24,25,0,2025-04-30 23:19:46,39.47758533929587,-0.3669703519914759,2025-04-30 23:30:06
"Serrería, 67",84,1,14,0,15,0,2025-04-30 23:50:05,39.46712309239451,-0.3352259768659084,2025-05-01 00:00:25
"Serrería, 67",84,1,13,1,15,0,2025-04-30 23:39:59,39.46712309239451,-0.3352259768659084,2025-04-30 23:45:04
"Serrería, 67",84,1,13,1,15,0,2025-04-30 23:19:46,39.46712309239451,-0.3352259768659084,2025-04-30 23:30:06
Blasco Ibañez - Jaime Roig,85,1,2,21,23,0,2025-04-30 23:50:05,39.479464345022826,-0.3647153422684407,2025-05-01 00:00:25
Blasco Ibañez - Jaime Roig,85,1,2,21,23,0,2025-04-30 23:39:59,39.479464345022826,-0.3647153422684407,2025-04-30 23:45:04
Blasco Ibañez - Jaime Roig,85,1,2,21,23,0,2025-04-30 23:19:46,39.479464345022826,-0.3647153422684407,2025-04-30 23:30:06
Gaspar Aguilar - Vicente Parra,86,1,7,13,20,0,2025-04-30 23:50:05,39.4552402764855,-0.3911934519157556,2025-05-01 00:00:25
Gaspar Aguilar - Vicente Parra,86,1,6,14,20,0,2025-04-30 23:39:59,39.4552402764855,-0.3911934519157556,2025-04-30 23:45:04
Gaspar Aguilar - Vicente Parra,86,1,7,13,20,0,2025-04-30 23:19:46,39.4552402764855,-0.3911934519157556,2025-04-30 23:30:06
Blasco Ibañez - Doctor Gómez Ferrer (Clínico),87,1,2,31,33,0,2025-04-30 23:50:05,39.47851834019109,-0.3618803335785998,2025-05-01 00:00:25
Blasco Ibañez - Doctor Gómez Ferrer (Clínico),87,1,2,31,33,0,2025-04-30 23:39:59,39.47851834019109,-0.3618803335785998,2025-04-30 23:45:04
Blasco Ibañez - Doctor Gómez Ferrer (Clínico),87,1,2,31,33,0,2025-04-30 23:19:46,39.47851834019109,-0.3618803335785998,2025-04-30 23:30:06
"Blasco Ibañez, 28 (F. Geografía e Historia)",88,1,12,28,40,0,2025-04-30 23:50:05,39.47751233609685,-0.3611423324837735,2025-05-01 00:00:25
"Blasco Ibañez, 28 (F. Geografía e Historia)",88,1,12,28,40,0,2025-04-30 23:39:59,39.47751233609685,-0.3611423324837735,2025-04-30 23:45:04
"Blasco Ibañez, 28 (F. Geografía e Historia)",88,1,14,26,40,0,2025-04-30 23:19:46,39.47751233609685,-0.3611423324837735,2025-04-30 23:30:06
"Blasco Ibañez, 23 (F. Filosofía y Psicología)",89,1,0,30,30,0,2025-04-30 23:50:05,39.47780233689744,-0.3593183259089267,2025-05-01 00:00:25
"Blasco Ibañez, 23 (F. Filosofía y Psicología)",89,1,0,30,30,0,2025-04-30 23:39:59,39.47780233689744,-0.3593183259089267,2025-04-30 23:45:04
"Blasco Ibañez, 23 (F. Filosofía y Psicología)",89,1,0,30,30,0,2025-04-30 23:19:46,39.47780233689744,-0.3593183259089267,2025-04-30 23:30:06
"Blasco Ibañez, 32 (F. Filología)",90,1,9,31,40,0,2025-04-30 23:50:05,39.47673433298103,-0.3589673254467337,2025-05-01 00:00:25
"Blasco Ibañez, 32 (F. Filología)",90,1,9,31,40,0,2025-04-30 23:39:59,39.47673433298103,-0.3589673254467337,2025-04-30 23:45:04
"Blasco Ibañez, 32 (F. Filología)",90,1,9,31,40,0,2025-04-30 23:19:46,39.47673433298103,-0.3589673254467337,2025-04-30 23:30:06
Grabador Jordan - Escultor Pastor,91,1,11,4,15,0,2025-04-30 23:50:05,39.44412522887422,-0.3675733796970313,2025-05-01 00:00:25
Grabador Jordan - Escultor Pastor,91,1,11,4,15,0,2025-04-30 23:39:59,39.44412522887422,-0.3675733796970313,2025-04-30 23:45:04
Grabador Jordan - Escultor Pastor,91,1,13,2,15,0,2025-04-30 23:19:46,39.44412522887422,-0.3675733796970313,2025-04-30 23:30:06
Blasco Ibañez - Aragón,92,1,7,13,20,0,2025-04-30 23:50:05,39.47586032883543,-0.355968315835597,2025-05-01 00:00:25
Blasco Ibañez - Aragón,92,1,8,12,20,0,2025-04-30 23:39:59,39.47586032883543,-0.355968315835597,2025-04-30 23:45:04
Blasco Ibañez - Aragón,92,1,7,13,20,0,2025-04-30 23:19:46,39.47586032883543,-0.355968315835597,2025-04-30 23:30:06
Blasco Ibañez - Poeta Durán Tortajada,93,1,35,3,38,0,2025-04-30 23:50:05,39.47228231067077,-0.343809277423822,2025-05-01 00:00:25
Blasco Ibañez - Poeta Durán Tortajada,93,1,35,3,38,0,2025-04-30 23:39:59,39.47228231067077,-0.343809277423822,2025-04-30 23:45:04
Blasco Ibañez - Poeta Durán Tortajada,93,1,38,0,38,0,2025-04-30 23:19:46,39.47228231067077,-0.343809277423822,2025-04-30 23:30:06
Blasco Ibañez - Clariano,94,1,18,2,20,0,2025-04-30 23:50:05,39.47537832465668,-0.3515833014492605,2025-05-01 00:00:25
Blasco Ibañez - Clariano,94,1,19,1,20,0,2025-04-30 23:39:59,39.47537832465668,-0.3515833014492605,2025-04-30 23:45:04
Blasco Ibañez - Clariano,94,1,16,4,20,0,2025-04-30 23:19:46,39.47537832465668,-0.3515833014492605,2025-04-30 23:30:06
Naranjos (Magisterio),95,1,0,33,33,0,2025-04-30 23:50:05,39.47983533734356,-0.3461192793966847,2025-05-01 00:00:25
Naranjos (Magisterio),95,1,0,33,33,0,2025-04-30 23:39:59,39.47983533734356,-0.3461192793966847,2025-04-30 23:45:04
Naranjos (Magisterio),95,1,0,33,33,0,2025-04-30 23:19:46,39.47983533734356,-0.3461192793966847,2025-04-30 23:30:06
Blasco Ibañez - Yecla,96,1,13,8,21,0,2025-04-30 23:50:05,39.47355431688417,-0.3482142912637639,2025-05-01 00:00:25
Blasco Ibañez - Yecla,96,1,12,9,21,0,2025-04-30 23:39:59,39.47355431688417,-0.3482142912637639,2025-04-30 23:45:04
Blasco Ibañez - Yecla,96,1,17,4,21,0,2025-04-30 23:19:46,39.47355431688417,-0.3482142912637639,2025-04-30 23:30:06
Blasco Ibañez 121,97,1,21,1,23,0,2025-04-30 23:50:05,39.47306831276613,-0.3431322739648798,2025-05-01 00:00:25
Blasco Ibañez 121,97,1,22,0,23,0,2025-04-30 23:39:59,39.47306831276613,-0.3431322739648798,2025-04-30 23:45:04
Blasco Ibañez 121,97,1,22,0,23,0,2025-04-30 23:19:46,39.47306831276613,-0.3431322739648798,2025-04-30 23:30:06
Justo y Pastor - Duque de Gaeta,98,1,14,1,15,0,2025-04-30 23:50:05,39.469680303996114,-0.348442294427372,2025-05-01 00:00:25
Justo y Pastor - Duque de Gaeta,98,1,14,1,15,0,2025-04-30 23:39:59,39.469680303996114,-0.348442294427372,2025-04-30 23:45:04
Justo y Pastor - Duque de Gaeta,98,1,15,0,15,0,2025-04-30 23:19:46,39.469680303996114,-0.348442294427372,2025-04-30 23:30:06
Blasco Ibañez 166 - Pintor José Mongrell,99,1,20,1,21,0,2025-04-30 23:50:05,39.47134430635022,-0.3404842660990001,2025-05-01 00:00:25
Blasco Ibañez 166 - Pintor José Mongrell,99,1,21,0,21,0,2025-04-30 23:39:59,39.47134430635022,-0.3404842660990001,2025-04-30 23:45:04
Blasco Ibañez 166 - Pintor José Mongrell,99,1,21,0,21,0,2025-04-30 23:19:46,39.47134430635022,-0.3404842660990001,2025-04-30 23:30:06
Blasco Ibañez - Mestre Ripoll,100,1,19,1,20,0,2025-04-30 23:50:05,39.471634305646866,-0.3381502585344567,2025-05-01 00:00:25
Blasco Ibañez - Mestre Ripoll,100,1,19,1,20,0,2025-04-30 23:39:59,39.471634305646866,-0.3381502585344567,2025-04-30 23:45:04
Blasco Ibañez - Mestre Ripoll,100,1,20,0,20,0,2025-04-30 23:19:46,39.471634305646866,-0.3381502585344567,2025-04-30 23:30:06
Marino Blas de Lezo (estación Cabañal Adif),101,1,30,0,30,0,2025-04-30 23:50:05,39.47022899172744,-0.3348422811122132,2025-05-01 00:00:25
Marino Blas de Lezo (estación Cabañal Adif),101,1,30,0,30,0,2025-04-30 23:39:59,39.47022899172744,-0.3348422811122132,2025-04-30 23:45:04
Marino Blas de Lezo (estación Cabañal Adif),101,1,28,2,30,0,2025-04-30 23:19:46,39.47022899172744,-0.3348422811122132,2025-04-30 23:30:06
Ramón Llull - Serpis,102,1,15,4,20,0,2025-04-30 23:50:05,39.47583332394092,-0.346720283882565,2025-05-01 00:00:25
Ramón Llull - Serpis,102,1,15,4,20,0,2025-04-30 23:39:59,39.47583332394092,-0.346720283882565,2025-04-30 23:45:04
Ramón Llull - Serpis,102,1,14,5,20,0,2025-04-30 23:19:46,39.47583332394092,-0.346720283882565,2025-04-30 23:30:06
Rubén Darío - Plaza Fray Luis Colomer,103,1,5,10,15,0,2025-04-30 23:50:05,39.47845333567255,-0.3523713017453889,2025-05-01 00:00:25
Rubén Darío - Plaza Fray Luis Colomer,103,1,4,11,15,0,2025-04-30 23:39:59,39.47845333567255,-0.3523713017453889,2025-04-30 23:45:04
Rubén Darío - Plaza Fray Luis Colomer,103,1,5,10,15,0,2025-04-30 23:19:46,39.47845333567255,-0.3523713017453889,2025-04-30 23:30:06
Albalat dels Tarongers - Paseo Facultades,104,1,18,2,20,0,2025-04-30 23:50:05,39.478386332978474,-0.3472752845405608,2025-05-01 00:00:25
Albalat dels Tarongers - Paseo Facultades,104,1,18,2,20,0,2025-04-30 23:39:59,39.478386332978474,-0.3472752845405608,2025-04-30 23:45:04
Albalat dels Tarongers - Paseo Facultades,104,1,18,2,20,0,2025-04-30 23:19:46,39.478386332978474,-0.3472752845405608,2025-04-30 23:30:06
Aularios Universidad de Valencia,105,1,0,0,15,0,2024-09-09 23:49:39,39.47835119969391,-0.3443952655704271,2024-10-02 00:15:01
Aularios Universidad de Valencia,105,1,0,0,15,0,2024-09-09 23:49:39,39.47835119969391,-0.3443952655704271,2024-10-02 00:30:02
Aularios Universidad de Valencia,105,1,0,0,15,0,2024-09-09 23:49:39,39.47835119969391,-0.3443952655704271,2024-10-02 00:45:03
Albalat dels Tarongers - Professor Ernest Lluch,106,1,0,25,25,0,2025-04-30 23:50:05,39.47674432466283,-0.3413872652268807,2025-05-01 00:00:25
Albalat dels Tarongers - Professor Ernest Lluch,106,1,0,25,25,0,2025-04-30 23:39:59,39.47674432466283,-0.3413872652268807,2025-04-30 23:45:04
Albalat dels Tarongers - Professor Ernest Lluch,106,1,0,25,25,0,2025-04-30 23:19:46,39.47674432466283,-0.3413872652268807,2025-04-30 23:30:06
Campillo de Altobuey (Polideportivo),107,1,13,2,15,0,2025-04-30 23:50:05,39.47524531713643,-0.3362242490922528,2025-05-01 00:00:25
Campillo de Altobuey (Polideportivo),107,1,12,3,15,0,2025-04-30 23:39:59,39.47524531713643,-0.3362242490922528,2025-04-30 23:45:04
Campillo de Altobuey (Polideportivo),107,1,12,3,15,0,2025-04-30 23:19:46,39.47524531713643,-0.3362242490922528,2025-04-30 23:30:06
Luís Peixó 20,108,1,5,10,15,0,2025-04-30 23:50:05,39.47382619077011,-0.3339152679031098,2025-05-01 00:00:25
Luís Peixó 20,108,1,5,10,15,0,2025-04-30 23:39:59,39.47382619077011,-0.3339152679031098,2025-04-30 23:45:04
Luís Peixó 20,108,1,5,10,15,0,2025-04-30 23:19:46,39.47382619077011,-0.3339152679031098,2025-04-30 23:30:06
Naranjos - Ingeniero Fausto Elio,109,1,0,18,20,0,2025-04-30 23:50:05,39.4768193210939,-0.3335102388084858,2025-05-01 00:00:25
Naranjos - Ingeniero Fausto Elio,109,1,1,17,20,0,2025-04-30 23:39:59,39.4768193210939,-0.3335102388084858,2025-04-30 23:45:04
Naranjos - Ingeniero Fausto Elio,109,1,0,18,20,0,2025-04-30 23:19:46,39.4768193210939,-0.3335102388084858,2025-04-30 23:30:06
UPV Trinquet,110,1,12,18,30,0,2025-04-30 23:50:05,39.48074033571707,-0.3366802462346253,2025-05-01 00:00:25
UPV Trinquet,110,1,12,18,30,0,2025-04-30 23:39:59,39.48074033571707,-0.3366802462346253,2025-04-30 23:45:04
UPV Trinquet,110,1,12,18,30,0,2025-04-30 23:19:46,39.48074033571707,-0.3366802462346253,2025-04-30 23:30:06
UPV Galileo,111,1,0,30,30,0,2025-04-30 23:50:05,39.48066419504159,-0.3395082613341325,2025-05-01 00:00:25
UPV Galileo,111,1,0,30,30,0,2025-04-30 23:39:59,39.48066419504159,-0.3395082613341325,2025-04-30 23:45:04
UPV Galileo,111,1,0,30,30,0,2025-04-30 23:19:46,39.48066419504159,-0.3395082613341325,2025-04-30 23:30:06
Manuel Broseta i Pont - Naranjos,112,1,0,0,40,0,2025-04-30 23:50:05,39.47858033137406,-0.3422752670199095,2025-05-01 00:00:25
Manuel Broseta i Pont - Naranjos,112,1,0,0,40,0,2025-04-30 23:39:59,39.47858033137406,-0.3422752670199095,2025-04-30 23:45:04
Manuel Broseta i Pont - Naranjos,112,1,0,0,40,0,2025-04-30 23:19:46,39.47858033137406,-0.3422752670199095,2025-04-30 23:30:06
UPV Caminos,113,1,0,38,38,0,2025-04-30 23:50:05,39.48127634089521,-0.3436112694462359,2025-05-01 00:00:25
UPV Caminos,113,1,0,38,38,0,2025-04-30 23:39:59,39.48127634089521,-0.3436112694462359,2025-04-30 23:45:04
UPV Caminos,113,1,0,38,38,0,2025-04-30 23:19:46,39.48127634089521,-0.3436112694462359,2025-04-30 23:30:06
UPV Informática,114,1,7,23,30,0,2025-04-30 23:50:05,39.4818043438759,-0.346591279156021,2025-05-01 00:00:25
UPV Informática,114,1,7,23,30,0,2025-04-30 23:39:59,39.4818043438759,-0.346591279156021,2025-04-30 23:45:04
UPV Informática,114,1,7,23,30,0,2025-04-30 23:19:46,39.4818043438759,-0.346591279156021,2025-04-30 23:30:06
Cataluña - Doctor Vicente Zaragozá,115,1,8,8,16,0,2025-04-30 23:50:05,39.481562345598135,-0.3521482985209469,2025-05-01 00:00:25
Cataluña - Doctor Vicente Zaragozá,115,1,8,8,16,0,2025-04-30 23:39:59,39.481562345598135,-0.3521482985209469,2025-04-30 23:45:04
Cataluña - Doctor Vicente Zaragozá,115,1,8,8,16,0,2025-04-30 23:19:46,39.481562345598135,-0.3521482985209469,2025-04-30 23:30:06
Doctor Vicente Zaragozá - Ramón Asensio,116,1,12,3,15,0,2025-04-30 23:50:05,39.48325335356676,-0.3575613154471814,2025-05-01 00:00:25
Doctor Vicente Zaragozá - Ramón Asensio,116,1,12,3,15,0,2025-04-30 23:39:59,39.48325335356676,-0.3575613154471814,2025-04-30 23:45:04
Doctor Vicente Zaragozá - Ramón Asensio,116,1,11,4,15,0,2025-04-30 23:19:46,39.48325335356676,-0.3575613154471814,2025-04-30 23:30:06
Gascó Oliag - Primado Reig,117,1,18,12,30,0,2025-04-30 23:50:05,39.47925133992885,-0.357065317141581,2025-05-01 00:00:25
Gascó Oliag - Primado Reig,117,1,18,12,30,0,2025-04-30 23:39:59,39.47925133992885,-0.357065317141581,2025-04-30 23:45:04
Gascó Oliag - Primado Reig,117,1,14,16,30,0,2025-04-30 23:19:46,39.47925133992885,-0.357065317141581,2025-04-30 23:30:06
Gómez Ferrer - Álvaro de Bazán,118,1,5,14,20,0,2025-04-30 23:50:05,39.480466345728246,-0.3604163266878076,2025-05-01 00:00:25
Gómez Ferrer - Álvaro de Bazán,118,1,4,15,20,0,2025-04-30 23:39:59,39.480466345728246,-0.3604163266878076,2025-04-30 23:45:04
Gómez Ferrer - Álvaro de Bazán,118,1,4,15,20,0,2025-04-30 23:19:46,39.480466345728246,-0.3604163266878076,2025-04-30 23:30:06
Jaime Roig - Bachiller,119,1,3,16,20,0,2025-04-30 23:50:05,39.48252035422283,-0.3632263347367644,2025-05-01 00:00:25
Jaime Roig - Bachiller,119,1,3,16,20,0,2025-04-30 23:39:59,39.48252035422283,-0.3632263347367644,2025-04-30 23:45:04
Jaime Roig - Bachiller,119,1,1,18,20,0,2025-04-30 23:19:46,39.48252035422283,-0.3632263347367644,2025-04-30 23:30:06
Doctor Vicente Zaragozá - Emilio Baró,120,1,3,15,18,0,2025-04-30 23:50:05,39.484880361257815,-0.3620463290628108,2025-05-01 00:00:25
Doctor Vicente Zaragozá - Emilio Baró,120,1,5,13,18,0,2025-04-30 23:39:59,39.484880361257815,-0.3620463290628108,2025-04-30 23:45:04
Doctor Vicente Zaragozá - Emilio Baró,120,1,2,16,18,0,2025-04-30 23:19:46,39.484880361257815,-0.3620463290628108,2025-04-30 23:30:06
Murta - Sant Eperit,121,1,15,0,15,0,2025-04-30 23:50:05,39.48618236435413,-0.358771317481443,2025-05-01 00:00:25
Murta - Sant Eperit,121,1,15,0,15,0,2025-04-30 23:39:59,39.48618236435413,-0.358771317481443,2025-04-30 23:45:04
Murta - Sant Eperit,121,1,15,0,15,0,2025-04-30 23:19:46,39.48618236435413,-0.358771317481443,2025-04-30 23:30:06
Músico Hipólito Martínez - Diógenes López Mecho,122,1,4,11,15,0,2025-04-30 23:50:05,39.48448535604776,-0.3540663028794564,2025-05-01 00:00:25
Músico Hipólito Martínez - Diógenes López Mecho,122,1,3,12,15,0,2025-04-30 23:39:59,39.48448535604776,-0.3540663028794564,2025-04-30 23:45:04
Músico Hipólito Martínez - Diógenes López Mecho,122,1,2,13,15,0,2025-04-30 23:19:46,39.48448535604776,-0.3540663028794564,2025-04-30 23:30:06
Albocácer - Vinaroz,123,1,13,7,20,0,2025-04-30 23:50:05,39.487671371814656,-0.3648413360951872,2025-05-01 00:00:25
Albocácer - Vinaroz,123,1,13,7,20,0,2025-04-30 23:39:59,39.487671371814656,-0.3648413360951872,2025-04-30 23:45:04
Albocácer - Vinaroz,123,1,15,5,20,0,2025-04-30 23:19:46,39.487671371814656,-0.3648413360951872,2025-04-30 23:30:06
Azagador de Alboraya - Dolores Marqués,124,1,11,14,25,0,2025-04-30 23:50:05,39.48850137319014,-0.3619553259600363,2025-05-01 00:00:25
Azagador de Alboraya - Dolores Marqués,124,1,10,15,25,0,2025-04-30 23:39:59,39.48850137319014,-0.3619553259600363,2025-04-30 23:45:04
Azagador de Alboraya - Dolores Marqués,124,1,8,17,25,0,2025-04-30 23:19:46,39.48850137319014,-0.3619553259600363,2025-04-30 23:30:06
"Masquefa, 42 - 44",125,1,10,5,15,0,2025-04-30 23:50:05,39.489693375775445,-0.3586183142345537,2025-05-01 00:00:25
"Masquefa, 42 - 44",125,1,10,5,15,0,2025-04-30 23:39:59,39.489693375775445,-0.3586183142345537,2025-04-30 23:45:04
"Masquefa, 42 - 44",125,1,9,6,15,0,2025-04-30 23:19:46,39.489693375775445,-0.3586183142345537,2025-04-30 23:30:06
Alfahuir - José Chabas Bordehore,126,1,3,17,20,0,2025-04-30 23:50:05,39.49309838788837,-0.3601043160489527,2025-05-01 00:00:25
Alfahuir - José Chabas Bordehore,126,1,7,13,20,0,2025-04-30 23:39:59,39.49309838788837,-0.3601043160489527,2025-04-30 23:45:04
Alfahuir - José Chabas Bordehore,126,1,6,14,20,0,2025-04-30 23:19:46,39.49309838788837,-0.3601043160489527,2025-04-30 23:30:06
Alfahuir - Duque de Mandas,127,1,12,8,20,0,2025-04-30 23:50:05,39.49059138177909,-0.3644463333304693,2025-05-01 00:00:25
