StationNumber,Weekday,HourOfDay,Avg_Free_Bici,Avg_Free_Stand
70,Friday,4,1.3317757009345794,15.630841121495328
70,Friday,5,0.6,16.35
70,Friday,6,1.150943396226415,15.79874213836478
70,Friday,7,2.049689440993789,14.906832298136646
70,Friday,8,5.670731707317073,11.304878048780488
70,Friday,9,11.301775147928995,5.674556213017752
70,Friday,10,13.187134502923977,3.789473684210526
70,Friday,11,13.676470588235293,3.3
70,Friday,12,14.2,2.776470588235294
70,Friday,13,14.24561403508772,2.7309941520467835
70,Friday,14,11.604651162790697,5.366279069767442
70,Friday,15,7.337209302325581,9.627906976744185
70,Friday,16,7.289017341040463,9.68208092485549
70,Friday,17,8.070588235294117,8.905882352941177
70,Friday,18,8.30232558139535,8.69186046511628
70,Friday,19,8.401162790697674,8.529069767441861
70,Friday,20,8.290697674418604,8.680232558139535
70,Friday,21,5.726744186046512,11.244186046511627
70,Friday,22,4.482558139534884,12.494186046511627
70,Friday,23,3.9820359281437128,13.017964071856287
70,Saturday,0,2.4813084112149535,14.509345794392523
70,Saturday,1,2.14375,14.84375
70,Saturday,2,1.320754716981132,15.679245283018869
70,Saturday,3,1.1320754716981132,15.867924528301886
70,Saturday,4,1.1118012422360248,15.863354037267081
70,Saturday,5,1.2098765432098766,15.765432098765432
70,Saturday,6,1.6878980891719746,15.286624203821656
70,Saturday,7,2.1,14.875
70,Saturday,8,2.8125,14.1625
70,Saturday,9,4.08125,12.89375
70,Saturday,10,5.2125,11.7625
70,Saturday,11,6.1125,10.8625
70,Saturday,12,6.88125,10.09375
70,Saturday,13,8.314814814814815,8.660493827160494
70,Saturday,14,7.664634146341464,9.310975609756097
70,Saturday,15,7.0920245398773005,9.846625766871165
70,Saturday,16,8.0,8.9079754601227
70,Saturday,17,9.896341463414634,6.9939024390243905
70,Saturday,18,9.658536585365853,7.225609756097561
70,Saturday,19,10.286585365853659,6.621951219512195
70,Saturday,20,10.304878048780488,6.591463414634147
70,Saturday,21,7.963414634146342,8.939024390243903
70,Saturday,22,6.539393939393939,10.345454545454546
70,Saturday,23,6.248407643312102,10.630573248407643
70,Sunday,0,5.1988304093567255,11.707602339181287
70,Sunday,1,3.645348837209302,13.284883720930232
70,Sunday,2,2.9066666666666667,14.04
70,Sunday,3,2.512987012987013,14.415584415584416
70,Sunday,4,1.5192307692307692,15.447802197802197
70,Sunday,5,1.9655172413793103,14.972413793103449
70,Sunday,6,2.0794701986754967,14.85430463576159
70,Sunday,7,2.6948051948051948,14.253246753246753
70,Sunday,8,3.0779220779220777,13.87012987012987
70,Sunday,9,3.792452830188679,13.163522012578616
70,Sunday,10,4.062111801242236,12.881987577639752
70,Sunday,11,4.125,12.825
70,Sunday,12,4.475903614457831,12.44578313253012
70,Sunday,13,5.3076923076923075,11.609467455621301
70,Sunday,14,5.16374269005848,11.76608187134503
70,Sunday,15,4.75,12.180232558139535
70,Sunday,16,4.540697674418604,12.38953488372093
70,Sunday,17,4.017647058823529,12.911764705882353
70,Sunday,18,4.5321637426900585,12.397660818713451
70,Sunday,19,5.443786982248521,11.479289940828401
70,Sunday,20,5.964497041420119,10.958579881656805
70,Sunday,21,4.84393063583815,12.086705202312139
70,Sunday,22,3.88953488372093,13.040697674418604
70,Sunday,23,2.93491124260355,13.994082840236686
71,Monday,0,15.85276073619632,3.754601226993865
71,Monday,1,15.951219512195122,3.652439024390244
71,Monday,2,16.054878048780488,3.5609756097560976
71,Monday,3,15.99390243902439,3.6158536585365852
71,Monday,4,15.385057471264368,4.252873563218391
71,Monday,5,15.664634146341463,3.9695121951219514
71,Monday,6,14.319018404907975,5.306748466257669
71,Monday,7,12.680722891566266,7.024096385542169
71,Monday,8,15.80722891566265,3.8674698795180724
71,Monday,9,16.720238095238095,2.9404761904761907
71,Monday,10,16.34131736526946,3.3233532934131738
71,Monday,11,15.089820359281438,4.497005988023952
71,Monday,12,14.566265060240964,5.132530120481928
71,Monday,13,13.730538922155688,6.083832335329341
71,Monday,14,11.994047619047619,7.851190476190476
71,Monday,15,11.47305389221557,8.359281437125748
71,Monday,16,11.928571428571429,7.898809523809524
71,Monday,17,10.633136094674557,9.177514792899409
71,Monday,18,8.278409090909092,11.5625
71,Monday,19,10.37699680511182,9.52076677316294
71,Monday,20,8.432748538011696,11.391812865497077
71,Monday,21,8.132947976878613,11.716763005780347
71,Monday,22,9.51497005988024,10.305389221556887
71,Monday,23,11.107784431137725,8.730538922155688
71,Tuesday,0,11.755555555555556,8.083333333333334
71,Tuesday,1,12.502762430939226,7.342541436464089
71,Tuesday,2,12.911111111111111,6.933333333333334
71,Tuesday,3,13.333333333333334,6.508474576271187
71,Tuesday,4,13.234285714285715,6.605714285714286
71,Tuesday,5,13.098901098901099,6.747252747252747
71,Tuesday,6,11.72316384180791,8.090395480225988
71,Tuesday,7,10.482954545454545,9.295454545454545
71,Tuesday,8,15.261363636363637,4.551136363636363
71,Tuesday,9,15.818181818181818,3.9943181818181817
71,Tuesday,10,15.401129943502825,4.418079096045198
71,Tuesday,11,14.444444444444445,5.3277777777777775
71,Tuesday,12,13.76878612716763,5.976878612716763
71,Tuesday,13,12.484375,7.296875
71,Tuesday,14,10.717514124293785,9.016949152542374
71,Tuesday,15,11.132183908045977,8.597701149425287
71,Tuesday,16,11.977272727272727,7.721590909090909
71,Tuesday,17,13.934110999726602,6.0611500956894195
71,Tuesday,18,7.113636363636363,12.585227272727273
71,Tuesday,19,5.910714285714286,13.779761904761905
71,Tuesday,20,5.809248554913295,13.913294797687861
71,Tuesday,21,5.200892857142857,14.584821428571429
71,Tuesday,22,8.31360946745562,11.402366863905325
71,Tuesday,23,8.858823529411765,10.847058823529412
71,Wednesday,0,9.793939393939393,9.927272727272728
71,Wednesday,1,10.987654320987655,8.74074074074074
71,Wednesday,2,11.213414634146341,8.518292682926829
71,Wednesday,3,11.414634146341463,8.317073170731707
71,Wednesday,4,11.60919540229885,8.137931034482758
71,Wednesday,5,11.116564417177914,8.60122699386503
71,Wednesday,6,9.968152866242038,9.745222929936306
71,Wednesday,7,9.416149068322982,10.285714285714286
71,Wednesday,8,15.271604938271604,4.432098765432099
71,Wednesday,9,15.727722772277227,3.5
71,Wednesday,10,14.411042944785276,5.306748466257669
71,Wednesday,11,12.385542168674698,7.331325301204819
71,Wednesday,12,11.459302325581396,8.261627906976743
71,Wednesday,13,1.3328877005347595,18.64505347593583
71,Wednesday,14,10.315151515151515,9.503030303030304
71,Wednesday,15,11.161676646706587,8.652694610778443
71,Wednesday,16,12.335329341317365,7.473053892215569
71,Wednesday,17,10.683544303797468,9.113924050632912
71,Wednesday,18,5.778260869565218,13.178260869565218
71,Wednesday,19,7.04375,12.80625
71,Wednesday,20,7.875,11.975
71,Wednesday,21,8.080745341614907,11.751552795031056
71,Wednesday,22,8.908536585365853,10.896341463414634
71,Wednesday,23,9.708860759493671,10.132911392405063
71,Thursday,0,10.639751552795031,9.15527950310559
71,Thursday,1,11.38993710691824,8.39622641509434
71,Thursday,2,11.30625,8.48125
71,Thursday,3,11.36875,8.40625
71,Thursday,4,11.8625,7.90625
71,Thursday,5,12.11875,7.60625
71,Thursday,6,11.069182389937106,8.679245283018869
71,Thursday,7,9.981132075471699,9.773584905660377
71,Thursday,8,14.62962962962963,5.148148148148148
71,Thursday,9,15.897590361445783,3.8795180722891565
71,Thursday,10,14.508982035928144,5.209580838323354
71,Thursday,11,3.340876944837341,16.618104667609618
71,Thursday,12,12.744318181818182,6.869318181818182
71,Thursday,13,10.4037558685446,9.272300469483568
71,Thursday,14,11.069767441860465,8.540697674418604
71,Thursday,15,11.550295857988166,8.023668639053254
71,Thursday,16,11.765714285714285,7.822857142857143
71,Thursday,17,8.941176470588236,10.635294117647058
71,Thursday,18,6.843023255813954,12.761627906976743
71,Thursday,19,7.257309941520468,12.368421052631579
71,Thursday,20,7.767441860465116,11.918604651162791
71,Thursday,21,7.965116279069767,11.744186046511627
71,Thursday,22,8.905325443786982,10.804733727810651
71,Thursday,23,9.294117647058824,10.423529411764706
71,Friday,0,9.238372093023257,10.465116279069768
71,Friday,1,9.901162790697674,9.796511627906977
71,Friday,2,9.877906976744185,9.796511627906977
71,Friday,3,10.24561403508772,9.426900584795321
71,Friday,4,11.004672897196262,8.74766355140187
71,Friday,5,10.28125,9.3875
71,Friday,6,9.522012578616351,10.182389937106919
71,Friday,7,9.099378881987578,10.639751552795031
71,Friday,8,13.99390243902439,5.780487804878049
71,Friday,9,15.396449704142011,4.289940828402367
71,Friday,10,13.491228070175438,6.321637426900585
71,Friday,11,12.741176470588234,7.0588235294117645
71,Friday,12,12.676470588235293,7.123529411764705
71,Friday,13,13.023391812865498,6.7251461988304095
71,Friday,14,11.616279069767442,8.162790697674419
71,Friday,15,10.30813953488372,9.476744186046512
71,Friday,16,10.404624277456648,9.38150289017341
71,Friday,17,11.270588235294118,8.458823529411765
71,Friday,18,11.366279069767442,8.36046511627907
71,Friday,19,10.44186046511628,9.290697674418604
71,Friday,20,11.546511627906977,8.209302325581396
71,Friday,21,12.430232558139535,7.296511627906977
71,Friday,22,13.180232558139535,6.534883720930233
71,Friday,23,13.011976047904191,6.664670658682635
71,Saturday,0,12.27570093457944,7.490654205607477
71,Saturday,1,12.9625,6.7125
71,Saturday,2,13.30817610062893,6.389937106918239
71,Saturday,3,13.71069182389937,6.012578616352202
71,Saturday,4,13.863354037267081,5.850931677018633
71,Saturday,5,13.666666666666666,6.049382716049383
71,Saturday,6,13.993630573248408,5.687898089171974
71,Saturday,7,13.86875,5.84375
71,Saturday,8,13.30625,6.41875
71,Saturday,9,13.49375,6.25625
71,Saturday,10,12.98125,6.76875
71,Saturday,11,11.6875,8.01875
71,Saturday,12,11.0625,8.69375
71,Saturday,13,11.91358024691358,7.851851851851852
71,Saturday,14,14.21951219512195,5.5426829268292686
71,Saturday,15,14.975460122699387,4.822085889570552
71,Saturday,16,15.570552147239264,4.208588957055214
71,Saturday,17,15.920731707317072,3.8658536585365852
71,Saturday,18,15.439024390243903,4.2682926829268295
71,Saturday,19,15.323170731707316,4.359756097560975
71,Saturday,20,15.03048780487805,4.652439024390244
71,Saturday,21,14.932926829268293,4.774390243902439
71,Saturday,22,15.67878787878788,3.981818181818182
71,Saturday,23,15.579617834394904,4.089171974522293
71,Sunday,0,15.023391812865498,4.625730994152047
71,Sunday,1,15.470930232558139,4.22093023255814
71,Sunday,2,15.16,4.526666666666666
71,Sunday,3,14.746753246753247,4.974025974025974
71,Sunday,4,11.362637362637363,8.497252747252746
71,Sunday,5,14.882758620689655,4.813793103448276
71,Sunday,6,14.821192052980132,4.887417218543046
71,Sunday,7,14.668831168831169,5.025974025974026
71,Sunday,8,14.597402597402597,5.103896103896104
71,Sunday,9,14.540880503144654,5.163522012578617
71,Sunday,10,13.73913043478261,5.937888198757764
71,Sunday,11,12.9,6.7625
71,Sunday,12,12.957831325301205,6.668674698795181
71,Sunday,13,14.50887573964497,5.14792899408284
71,Sunday,14,15.830409356725147,3.8128654970760234
71,Sunday,15,16.686046511627907,2.895348837209302
71,Sunday,16,16.808139534883722,2.7790697674418605
71,Sunday,17,16.28235294117647,3.3176470588235296
71,Sunday,18,16.374269005847953,3.1871345029239766
71,Sunday,19,16.857988165680474,2.7218934911242605
71,Sunday,20,15.733727810650887,3.834319526627219
71,Sunday,21,15.895953757225433,3.6647398843930636
71,Sunday,22,15.970930232558139,3.604651162790698
71,Sunday,23,15.366863905325443,4.218934911242603
72,Monday,0,12.803680981595091,1.7546012269938651
72,Monday,1,12.96951219512195,1.5914634146341464
72,Monday,2,13.097560975609756,1.4634146341463414
72,Monday,3,13.21951219512195,1.3414634146341464
72,Monday,4,13.316091954022989,1.2701149425287357
72,Monday,5,13.097560975609756,1.4634146341463414
72,Monday,6,12.797546012269938,1.705521472392638
72,Monday,7,11.006024096385541,3.5301204819277108
72,Monday,8,4.5843373493975905,10.08433734939759
72,Monday,9,2.863095238095238,11.869047619047619
72,Monday,10,2.5149700598802394,12.239520958083832
72,Monday,11,2.305389221556886,12.48502994011976
72,Monday,12,2.566265060240964,12.22289156626506
72,Monday,13,3.2754491017964074,11.508982035928144
72,Monday,14,6.035714285714286,8.744047619047619
72,Monday,15,6.688622754491018,8.089820359281438
72,Monday,16,6.071428571428571,8.714285714285714
72,Monday,17,6.769230769230769,7.964497041420119
72,Monday,18,8.710227272727273,5.9772727272727275
72,Monday,19,9.07667731629393,5.731629392971246
72,Monday,20,11.596491228070175,3.064327485380117
72,Monday,21,13.115606936416185,1.5375722543352601
72,Monday,22,13.467065868263473,1.1796407185628743
72,Monday,23,13.508982035928144,1.1317365269461077
72,Tuesday,0,14.094444444444445,0.55
72,Tuesday,1,14.07182320441989,0.580110497237569
72,Tuesday,2,14.055555555555555,0.5944444444444444
72,Tuesday,3,13.98870056497175,0.655367231638418
72,Tuesday,4,13.748571428571429,0.8857142857142857
72,Tuesday,5,13.565934065934066,1.0879120879120878
72,Tuesday,6,13.293785310734464,1.3559322033898304
72,Tuesday,7,11.465909090909092,3.210227272727273
72,Tuesday,8,4.625,10.090909090909092
72,Tuesday,9,2.414772727272727,12.278409090909092
72,Tuesday,10,1.7457627118644068,12.96045197740113
72,Tuesday,11,1.7555555555555555,12.955555555555556
72,Tuesday,12,2.2485549132947975,12.502890173410405
72,Tuesday,13,3.3697916666666665,11.463541666666666
72,Tuesday,14,6.1525423728813555,8.67231638418079
72,Tuesday,15,7.425287356321839,7.402298850574713
72,Tuesday,16,6.982954545454546,7.8352272727272725
72,Tuesday,17,10.93875877153012,4.058324979495125
72,Tuesday,18,8.886363636363637,5.931818181818182
72,Tuesday,19,10.422619047619047,4.386904761904762
72,Tuesday,20,11.0,3.815028901734104
72,Tuesday,21,12.696428571428571,2.1473214285714284
72,Tuesday,22,13.1301775147929,1.698224852071006
72,Tuesday,23,13.623529411764705,1.1941176470588235
72,Wednesday,0,14.151515151515152,0.6242424242424243
72,Wednesday,1,14.030864197530864,0.7469135802469136
72,Wednesday,2,14.195121951219512,0.5853658536585366
72,Wednesday,3,14.146341463414634,0.6341463414634146
72,Wednesday,4,13.936781609195402,0.7988505747126436
72,Wednesday,5,13.779141104294478,1.0245398773006136
72,Wednesday,6,13.662420382165605,1.1337579617834395
72,Wednesday,7,11.645962732919255,3.1490683229813663
72,Wednesday,8,4.518518518518518,10.290123456790123
72,Wednesday,9,2.7475247524752477,12.128712871287128
72,Wednesday,10,2.196319018404908,12.656441717791411
72,Wednesday,11,1.9879518072289157,12.849397590361447
72,Wednesday,12,2.2906976744186047,12.55232558139535
72,Wednesday,13,2.1223262032085564,12.857620320855615
72,Wednesday,14,5.951515151515151,8.854545454545455
72,Wednesday,15,5.7844311377245505,9.023952095808383
72,Wednesday,16,5.431137724550898,9.365269461077844
72,Wednesday,17,6.753164556962025,8.044303797468354
72,Wednesday,18,6.121739130434783,8.721739130434782
72,Wednesday,19,9.45,5.325
72,Wednesday,20,10.7375,4.0625
72,Wednesday,21,11.826086956521738,2.9565217391304346
72,Wednesday,22,12.841463414634147,1.9390243902439024
72,Wednesday,23,13.537974683544304,1.2341772151898733
72,Thursday,0,13.819875776397515,0.9565217391304348
72,Thursday,1,13.968553459119496,0.8176100628930818
72,Thursday,2,14.01875,0.78125
72,Thursday,3,13.91875,0.88125
72,Thursday,4,13.7375,1.0625
72,Thursday,5,13.45625,1.34375
72,Thursday,6,13.119496855345911,1.679245283018868
72,Thursday,7,10.867924528301886,3.89937106918239
72,Thursday,8,3.7037037037037037,11.074074074074074
72,Thursday,9,1.3975903614457832,13.403614457831326
72,Thursday,10,1.0598802395209581,13.74251497005988
72,Thursday,11,0.9872701555869873,13.985855728429986
72,Thursday,12,1.2159090909090908,13.556818181818182
72,Thursday,13,2.6384976525821595,12.183098591549296
72,Thursday,14,5.267441860465116,9.482558139534884
72,Thursday,15,5.272189349112426,9.50887573964497
72,Thursday,16,4.748571428571428,10.0
72,Thursday,17,5.235294117647059,9.529411764705882
72,Thursday,18,6.267441860465116,8.5
72,Thursday,19,7.0,7.807017543859649
72,Thursday,20,9.063953488372093,5.773255813953488
72,Thursday,21,10.354651162790697,4.482558139534884
72,Thursday,22,10.65680473372781,4.177514792899408
72,Thursday,23,11.864705882352942,2.9705882352941178
72,Friday,0,12.61046511627907,2.197674418604651
72,Friday,1,13.168604651162791,1.622093023255814
72,Friday,2,13.55813953488372,1.2325581395348837
72,Friday,3,13.690058479532164,1.0994152046783625
72,Friday,4,13.313084112149532,1.514018691588785
72,Friday,5,13.84375,0.9375
72,Friday,6,13.572327044025156,1.20125786163522
72,Friday,7,11.832298136645962,2.9316770186335406
72,Friday,8,4.603658536585366,10.201219512195122
72,Friday,9,2.1538461538461537,12.65680473372781
72,Friday,10,1.631578947368421,13.181286549707602
72,Friday,11,1.4529411764705882,13.376470588235295
72,Friday,12,1.6647058823529413,13.2
72,Friday,13,2.9473684210526314,11.894736842105264
72,Friday,14,4.906976744186046,9.901162790697674
72,Friday,15,6.593023255813954,8.19767441860465
72,Friday,16,6.404624277456647,8.38728323699422
72,Friday,17,5.405882352941177,9.388235294117647
72,Friday,18,7.308139534883721,7.430232558139535
72,Friday,19,7.854651162790698,6.866279069767442
72,Friday,20,9.313953488372093,5.383720930232558
72,Friday,21,9.488372093023257,5.226744186046512
72,Friday,22,10.296511627906977,4.424418604651163
72,Friday,23,10.44311377245509,4.269461077844311
72,Saturday,0,12.30841121495327,2.485981308411215
72,Saturday,1,12.25625,2.46875
72,Saturday,2,13.163522012578616,1.5534591194968554
72,Saturday,3,13.528301886792454,1.1949685534591195
72,Saturday,4,13.683229813664596,1.031055900621118
72,Saturday,5,13.623456790123457,1.1049382716049383
72,Saturday,6,13.331210191082803,1.3885350318471337
72,Saturday,7,12.675,2.05
72,Saturday,8,11.85625,2.86875
72,Saturday,9,8.525,6.2
72,Saturday,10,5.56875,9.15625
72,Saturday,11,4.03125,10.68125
72,Saturday,12,3.1125,11.575
72,Saturday,13,3.8518518518518516,10.771604938271604
72,Saturday,14,4.274390243902439,10.396341463414634
72,Saturday,15,4.306748466257669,10.36196319018405
72,Saturday,16,4.319018404907975,10.343558282208589
72,Saturday,17,4.353658536585366,10.329268292682928
72,Saturday,18,5.652439024390244,9.03048780487805
72,Saturday,19,6.615853658536586,8.060975609756097
72,Saturday,20,7.585365853658536,7.073170731707317
72,Saturday,21,8.518292682926829,6.128048780487805
72,Saturday,22,8.963636363636363,5.648484848484848
72,Saturday,23,9.713375796178344,4.859872611464968
72,Sunday,0,10.35672514619883,4.245614035087719
72,Sunday,1,11.674418604651162,2.9186046511627906
72,Sunday,2,12.68,1.9466666666666668
72,Sunday,3,13.279220779220779,1.3116883116883118
72,Sunday,4,13.835164835164836,0.989010989010989
72,Sunday,5,13.696551724137931,0.8758620689655172
72,Sunday,6,13.602649006622517,0.9735099337748344
72,Sunday,7,13.051948051948052,1.5194805194805194
72,Sunday,8,11.967532467532468,2.5974025974025974
72,Sunday,9,9.823899371069182,4.754716981132075
72,Sunday,10,7.136645962732919,7.46583850931677
72,Sunday,11,5.275,9.325
72,Sunday,12,4.162650602409639,10.433734939759036
72,Sunday,13,3.6153846153846154,10.958579881656805
72,Sunday,14,3.473684210526316,11.11111111111111
72,Sunday,15,3.9244186046511627,10.69767441860465
72,Sunday,16,3.6686046511627906,10.959302325581396
72,Sunday,17,3.552941176470588,11.058823529411764
72,Sunday,18,5.491228070175438,9.116959064327485
72,Sunday,19,7.745562130177515,6.863905325443787
72,Sunday,20,9.059171597633137,5.550295857988166
72,Sunday,21,10.115606936416185,4.491329479768786
72,Sunday,22,11.459302325581396,3.133720930232558
72,Sunday,23,12.538461538461538,2.035502958579882
73,Monday,0,16.822085889570552,2.7484662576687118
73,Monday,1,17.341463414634145,2.225609756097561
73,Monday,2,17.451219512195124,2.1097560975609757
73,Monday,3,17.8109756097561,1.75
73,Monday,4,17.902298850574713,1.6839080459770115
73,Monday,5,17.121951219512194,2.432926829268293
73,Monday,6,17.067484662576685,2.496932515337423
73,Monday,7,16.5,3.0542168674698793
73,Monday,8,13.397590361445783,6.13855421686747
73,Monday,9,10.047619047619047,9.494047619047619
73,Monday,10,8.694610778443113,10.844311377245509
73,Monday,11,7.520958083832335,12.04191616766467
73,Monday,12,6.463855421686747,13.096385542168674
73,Monday,13,6.467065868263473,13.10179640718563
73,Monday,14,6.636904761904762,12.93452380952381
73,Monday,15,6.269461077844311,13.293413173652695
73,Monday,16,6.714285714285714,12.863095238095237
73,Monday,17,7.680473372781065,11.846153846153847
73,Monday,18,9.323863636363637,10.164772727272727
73,Monday,19,12.984025559105431,6.766773162939297
73,Monday,20,12.584795321637428,6.912280701754386
73,Monday,21,13.93063583815029,5.572254335260116
73,Monday,22,15.67065868263473,3.856287425149701
73,Monday,23,17.065868263473053,2.4910179640718564
73,Tuesday,0,17.833333333333332,1.7555555555555555
73,Tuesday,1,18.337016574585636,1.2651933701657458
73,Tuesday,2,18.444444444444443,1.15
73,Tuesday,3,18.51412429378531,1.073446327683616
73,Tuesday,4,18.462857142857143,1.1257142857142857
73,Tuesday,5,17.63736263736264,1.9505494505494505
73,Tuesday,6,17.51412429378531,2.056497175141243
73,Tuesday,7,16.869318181818183,2.7045454545454546
73,Tuesday,8,13.829545454545455,5.7727272727272725
73,Tuesday,9,9.9375,9.670454545454545
73,Tuesday,10,7.101694915254237,12.508474576271187
73,Tuesday,11,5.9,13.677777777777777
73,Tuesday,12,5.3468208092485545,14.15028901734104
73,Tuesday,13,5.364583333333333,14.276041666666666
73,Tuesday,14,6.68361581920904,12.943502824858758
73,Tuesday,15,7.14367816091954,12.494252873563218
73,Tuesday,16,7.079545454545454,12.534090909090908
73,Tuesday,17,4.056593456666363,15.93720951426228
73,Tuesday,18,8.289772727272727,11.346590909090908
73,Tuesday,19,9.577380952380953,10.047619047619047
73,Tuesday,20,10.572254335260116,9.063583815028903
73,Tuesday,21,13.34375,6.348214285714286
73,Tuesday,22,14.822485207100591,4.792899408284024
73,Tuesday,23,16.74705882352941,2.8588235294117648
73,Wednesday,0,17.8969696969697,1.6848484848484848
73,Wednesday,1,18.209876543209877,1.3518518518518519
73,Wednesday,2,18.213414634146343,1.3719512195121952
73,Wednesday,3,18.29268292682927,1.2926829268292683
73,Wednesday,4,18.385057471264368,1.1666666666666667
73,Wednesday,5,17.865030674846626,1.7361963190184049
73,Wednesday,6,17.94267515923567,1.6560509554140128
73,Wednesday,7,16.96894409937888,2.577639751552795
73,Wednesday,8,13.95679012345679,5.604938271604938
73,Wednesday,9,10.212871287128714,9.277227722772277
73,Wednesday,10,7.110429447852761,12.496932515337424
73,Wednesday,11,5.662650602409639,13.981927710843374
73,Wednesday,12,4.517441860465116,15.162790697674419
73,Wednesday,13,8.52072192513369,11.43783422459893
73,Wednesday,14,6.321212121212121,13.363636363636363
73,Wednesday,15,7.401197604790419,12.263473053892216
73,Wednesday,16,7.365269461077844,12.311377245508982
73,Wednesday,17,8.455696202531646,11.227848101265822
73,Wednesday,18,7.452173913043478,12.02608695652174
73,Wednesday,19,10.68125,9.01875
73,Wednesday,20,10.9,8.8
73,Wednesday,21,13.080745341614907,6.62111801242236
73,Wednesday,22,14.554878048780488,5.134146341463414
73,Wednesday,23,16.151898734177216,3.518987341772152
73,Thursday,0,17.26086956521739,2.4285714285714284
73,Thursday,1,18.20125786163522,1.4968553459119496
73,Thursday,2,18.7375,0.9625
73,Thursday,3,18.83125,0.86875
73,Thursday,4,18.7875,0.9125
73,Thursday,5,18.1125,1.58125
73,Thursday,6,18.138364779874212,1.5660377358490567
73,Thursday,7,17.056603773584907,2.559748427672956
73,Thursday,8,13.450617283950617,6.111111111111111
73,Thursday,9,9.825301204819278,9.75301204819277
73,Thursday,10,7.065868263473054,12.51497005988024
73,Thursday,11,0.6711456859971712,19.27793493635078
73,Thursday,12,4.8125,14.829545454545455
73,Thursday,13,4.967136150234742,14.746478873239436
73,Thursday,14,6.017441860465116,13.61046511627907
73,Thursday,15,6.591715976331361,13.023668639053254
73,Thursday,16,7.217142857142857,12.405714285714286
73,Thursday,17,7.252941176470588,12.358823529411765
73,Thursday,18,7.5813953488372094,11.994186046511627
73,Thursday,19,9.2046783625731,10.450292397660819
73,Thursday,20,9.924418604651162,9.726744186046512
73,Thursday,21,11.668604651162791,7.982558139534884
73,Thursday,22,13.14792899408284,6.497041420118343
73,Thursday,23,14.370588235294118,5.276470588235294
73,Friday,0,16.63372093023256,3.0174418604651163
73,Friday,1,17.901162790697676,1.7732558139534884
73,Friday,2,18.02906976744186,1.6453488372093024
73,Friday,3,18.17543859649123,1.4736842105263157
73,Friday,4,17.69158878504673,1.9953271028037383
73,Friday,5,17.875,1.8
73,Friday,6,17.842767295597483,1.830188679245283
73,Friday,7,16.96894409937888,2.7142857142857144
73,Friday,8,13.652439024390244,6.024390243902439
73,Friday,9,10.23076923076923,9.437869822485206
73,Friday,10,8.0,11.690058479532164
73,Friday,11,5.805882352941176,13.911764705882353
73,Friday,12,4.482352941176471,15.24705882352941
73,Friday,13,4.409356725146199,15.32748538011696
73,Friday,14,5.162790697674419,14.534883720930232
73,Friday,15,6.406976744186046,13.290697674418604
73,Friday,16,7.07514450867052,12.61271676300578
73,Friday,17,7.317647058823529,12.394117647058824
73,Friday,18,7.674418604651163,12.046511627906977
73,Friday,19,7.825581395348837,11.883720930232558
73,Friday,20,8.30813953488372,11.38953488372093
73,Friday,21,9.337209302325581,10.337209302325581
73,Friday,22,10.5,9.180232558139535
73,Friday,23,11.113772455089821,8.574850299401197
73,Saturday,0,11.285046728971963,8.453271028037383
73,Saturday,1,14.2125,5.44375
73,Saturday,2,15.874213836477987,3.8238993710691824
73,Saturday,3,17.29559748427673,2.4150943396226414
73,Saturday,4,17.981366459627328,1.7453416149068324
73,Saturday,5,18.314814814814813,1.4135802469135803
73,Saturday,6,18.452229299363058,1.267515923566879
73,Saturday,7,17.85,1.86875
73,Saturday,8,16.7,2.9875
73,Saturday,9,15.475,4.225
73,Saturday,10,13.0875,6.6125
73,Saturday,11,11.1,8.59375
73,Saturday,12,9.3,10.3875
73,Saturday,13,8.635802469135802,11.061728395061728
73,Saturday,14,8.628048780487806,11.054878048780488
73,Saturday,15,8.742331288343559,10.938650306748466
73,Saturday,16,8.049079754601227,11.631901840490798
73,Saturday,17,8.518292682926829,11.164634146341463
73,Saturday,18,9.902439024390244,9.78048780487805
73,Saturday,19,10.487804878048781,9.195121951219512
73,Saturday,20,11.103658536585366,8.579268292682928
73,Saturday,21,11.609756097560975,8.073170731707316
73,Saturday,22,11.909090909090908,7.775757575757575
73,Saturday,23,12.197452229299364,7.45859872611465
73,Sunday,0,13.590643274853802,6.029239766081871
73,Sunday,1,15.790697674418604,3.802325581395349
73,Sunday,2,16.946666666666665,2.6866666666666665
73,Sunday,3,18.01298701298701,1.6363636363636365
73,Sunday,4,19.326923076923077,0.5357142857142857
73,Sunday,5,18.648275862068967,1.0344827586206897
73,Sunday,6,18.748344370860927,0.9403973509933775
73,Sunday,7,18.428571428571427,1.2207792207792207
73,Sunday,8,17.545454545454547,2.0844155844155843
73,Sunday,9,16.59119496855346,3.050314465408805
73,Sunday,10,14.186335403726709,5.453416149068323
73,Sunday,11,12.2375,7.375
73,Sunday,12,9.710843373493976,9.897590361445783
73,Sunday,13,7.597633136094674,11.976331360946746
73,Sunday,14,6.900584795321637,12.625730994152047
73,Sunday,15,7.441860465116279,12.087209302325581
73,Sunday,16,8.151162790697674,11.383720930232558
73,Sunday,17,8.823529411764707,10.723529411764705
73,Sunday,18,10.409356725146198,9.140350877192983
73,Sunday,19,11.727810650887575,7.863905325443787
73,Sunday,20,12.958579881656805,6.627218934911243
73,Sunday,21,14.121387283236995,5.4508670520231215
73,Sunday,22,15.325581395348838,4.244186046511628
